key	wordnet_id	synonyms
n09810166	eng-30-09810166-n	
n09811712	eng-30-09811712-n	
n09811852	eng-30-09811852-n	artillerist, boordschutter, kanonnier, konstabel, schutterskoning
n09813219	eng-30-09813219-n	
n09814488	eng-30-09814488-n	
n09814660	eng-30-09814660-n	
n09815455	eng-30-09815455-n	gevolmachtigde
n09815790	eng-30-09815790-n	assistent, helper, hulp, dienstknecht, knecht, waterdrager
n09816771	eng-30-09816771-n	partner, lid, compagnon, medewerker
n09818022	eng-30-09818022-n	kosmonaut, astronaut, ruimtereiziger, ruimtevaarder
n09820263	eng-30-09820263-n	sporter, atleet
n09822830	eng-30-09822830-n	
n09823153	eng-30-09823153-n	
n09823502	eng-30-09823502-n	moei, tante
n09824609	eng-30-09824609-n	macht
n09826204	eng-30-09826204-n	aviateur, aëronaut, ballonvaarder, luchtvaarder, piloot, vliegenier, vlieger
n09827246	eng-30-09827246-n	baboe
n09827363	eng-30-09827363-n	
n09830194	eng-30-09830194-n	achterhoedespeler, achterspeler, back, verdediger
n09830400	eng-30-09830400-n	
n09832456	eng-30-09832456-n	
n09833441	eng-30-09833441-n	
n09833536	eng-30-09833536-n	broodmachine, bakker
n09833997	eng-30-09833997-n	
n09834378	eng-30-09834378-n	
n09834699	eng-30-09834699-n	ballerino, balletdanser
n09834885	eng-30-09834885-n	
n09835230	eng-30-09835230-n	
n09835348	eng-30-09835348-n	ballonvaarder
n09835506	eng-30-09835506-n	
n09836160	eng-30-09836160-n	stierenvechter, torero
n09836343	eng-30-09836343-n	
n09836519	eng-30-09836519-n	stierenvechter, matador
n09836786	eng-30-09836786-n	
n09837459	eng-30-09837459-n	
n09838621	eng-30-09838621-n	
n09841188	eng-30-09841188-n	barman, kastelein
n09841696	eng-30-09841696-n	
n09842047	eng-30-09842047-n	
n09842288	eng-30-09842288-n	
n09842528	eng-30-09842528-n	
n09842823	eng-30-09842823-n	liefdeskind, onecht kind, bastaard, buitenechtelijk kind, onwettig kind
n09843443	eng-30-09843443-n	
n09843602	eng-30-09843602-n	
n09843716	eng-30-09843716-n	Batman, oppasser
n09843824	eng-30-09843824-n	
n09845401	eng-30-09845401-n	
n09846469	eng-30-09846469-n	Bedoeïen, bedoeïen
n09846755	eng-30-09846755-n	bijenhouder, iemker, imker
n09846894	eng-30-09846894-n	
n09847543	eng-30-09847543-n	
n09848489	eng-30-09848489-n	
n09851165	eng-30-09851165-n	kruim
n09851575	eng-30-09851575-n	verloofd, verloofde
n09853881	eng-30-09853881-n	VIP, bobo, bons, hotemetoot, hotemetotem, kanon, kopstuk, prominent, topman
n09854421	eng-30-09854421-n	
n09855433	eng-30-09855433-n	biograaf
n09856671	eng-30-09856671-n	
n09858165	eng-30-09858165-n	
n09861599	eng-30-09861599-n	
n09861946	eng-30-09861946-n	schipper
n09862621	eng-30-09862621-n	bobby, champetter, koddebeier, veldwachter
n09863031	eng-30-09863031-n	begeleiden, escorteren, escorte
n09863339	eng-30-09863339-n	geleerde, techneut
n09866817	eng-30-09866817-n	
n09871095	eng-30-09871095-n	
n09871229	eng-30-09871229-n	zoontje, jochie
n09872066	eng-30-09872066-n	pocher
n09873348	eng-30-09873348-n	schreeuwer
n09874428	eng-30-09874428-n	reuzekerel, reuzenkerel
n09874725	eng-30-09874725-n	
n09874862	eng-30-09874862-n	bruidsmeisje
n09877288	eng-30-09877288-n	schoonbroer, zwager
n09877750	eng-30-09877750-n	
n09877951	eng-30-09877951-n	makker, maatje, maat, partner
n09886403	eng-30-09886403-n	caddie
n09889170	eng-30-09889170-n	kalligraaf
n09889691	eng-30-09889691-n	veteraan, benoemde, kandidate, kandidaat
n09890749	eng-30-09890749-n	kandidaat
n09893191	eng-30-09893191-n	kapitein
n09893344	eng-30-09893344-n	aanvoerder, ploegleider
n09893502	eng-30-09893502-n	
n09894143	eng-30-09894143-n	
n09894445	eng-30-09894445-n	cardiochirurg, cardioloog
n09894654	eng-30-09894654-n	
n09895222	eng-30-09895222-n	carrièrejager, carrièremaker, promotiejager
n09895561	eng-30-09895561-n	
n09895902	eng-30-09895902-n	
n09896401	eng-30-09896401-n	
n09899289	eng-30-09899289-n	
n09901337	eng-30-09901337-n	catecheet, godsdienstonderwijzer
n09901502	eng-30-09901502-n	catechisant, catechumeen, doopleerling
n09901786	eng-30-09901786-n	
n09902353	eng-30-09902353-n	
n09902851	eng-30-09902851-n	celebrant
n09902954	eng-30-09902954-n	feestganger, feestvierder
n09903153	eng-30-09903153-n	beroemdheid, grootheid, ster, superstar
n09903501	eng-30-09903501-n	cellist
n09904208	eng-30-09904208-n	
n09904837	eng-30-09904837-n	
n09906449	eng-30-09906449-n	kameleon
n09906704	eng-30-09906704-n	
n09910374	eng-30-09910374-n	
n09913455	eng-30-09913455-n	
n09913593	eng-30-09913593-n	
n09917214	eng-30-09917214-n	chef-staf, stafchef
n09917593	eng-30-09917593-n	jongere, jongeling, minderjarige, ding, kind
n09918248	eng-30-09918248-n	kind, koter, loot, spruit
n09918554	eng-30-09918554-n	
n09919451	eng-30-09919451-n	
n09920283	eng-30-09920283-n	choreograaf
n09923418	eng-30-09923418-n	niemand, nul, schertsfiguur
n09923561	eng-30-09923561-n	
n09923673	eng-30-09923673-n	stadsburger, poorter, burger, staatsburger
n09924106	eng-30-09924106-n	
n09924437	eng-30-09924437-n	
n09924996	eng-30-09924996-n	
n09927089	eng-30-09927089-n	schoonmaker
n09927451	eng-30-09927451-n	geestelijke, dominee, geloofsverkondiger, predikant, prediker
n09928136	eng-30-09928136-n	kerkelijk, geestelijke
n09928451	eng-30-09928451-n	klerk, commies, kantoorbediende, kantoorpik
n09929202	eng-30-09929202-n	klimatoloog
n09929298	eng-30-09929298-n	klimmer
n09930876	eng-30-09930876-n	sufferd, idioot, clown
n09931418	eng-30-09931418-n	privé-leraar, mentor, huisonderwijzer
n09931640	eng-30-09931640-n	manager, coach, oefenmeester, trainer
n09933098	eng-30-09933098-n	schoenmaakster, schoenlapper, schoenmaker
n09936825	eng-30-09936825-n	
n09937056	eng-30-09937056-n	
n09938449	eng-30-09938449-n	
n09941089	eng-30-09941089-n	
n09941964	eng-30-09941964-n	bevelhebber, bevelvoerder, commandant, commandante, legeraanvoerder, legerbevelhebber, legercommandant, legerleider, overste, veldheer
n09942970	eng-30-09942970-n	
n09943239	eng-30-09943239-n	
n09944022	eng-30-09944022-n	gevolmachtigde, commissaris
n09944160	eng-30-09944160-n	bestuurslid, commissielid
n09950457	eng-30-09950457-n	
n09951274	eng-30-09951274-n	
n09951616	eng-30-09951616-n	
n09953350	eng-30-09953350-n	
n09953615	eng-30-09953615-n	
n09954639	eng-30-09954639-n	vertrouweling, praatpaal
n09959142	eng-30-09959142-n	
n09961198	eng-30-09961198-n	
n09964411	eng-30-09964411-n	na-aper, nabootser, namaker, imitator
n09966470	eng-30-09966470-n	
n09970822	eng-30-09970822-n	schipperaar
n09971839	eng-30-09971839-n	hoveling
n09972010	eng-30-09972010-n	neef, nicht
n09974648	eng-30-09974648-n	gezel, vakman, ambachtsman, handwerksman
n09975425	eng-30-09975425-n	
n09976429	eng-30-09976429-n	
n09976917	eng-30-09976917-n	engerd, griezel, zombie
n09981092	eng-30-09981092-n	kroonprins, troonsopvolger
n09981278	eng-30-09981278-n	
n09983572	eng-30-09983572-n	dominee, hulppredikant, kapelaan, onderpastoor, parochiepriester, pastor, rector, voorganger, zielzorger
n09988063	eng-30-09988063-n	pa, pappa, papa, pap
n09988493	eng-30-09988493-n	Dalai Lama
n09989502	eng-30-09989502-n	danser
n09990415	eng-30-09990415-n	danser, karakterdanser
n09990690	eng-30-09990690-n	
n09990777	eng-30-09990777-n	
n09991867	eng-30-09991867-n	liefje, snoes, favoriet, lieveling, scheet, troetelkind, uitverkorene, vlam
n09994673	eng-30-09994673-n	
n10001217	eng-30-10001217-n	boodschappenjongen, krullenjongen, loopjongen, wijkbezorger
n10001481	eng-30-10001481-n	volksleider, agitator, volksmenner, demagoog
n10001764	eng-30-10001764-n	halfgod, Ãœbermensch
n10002760	eng-30-10002760-n	betoger, demonstrant, manifestant
n10004718	eng-30-10004718-n	
n10005934	eng-30-10005934-n	adjudante
n10006177	eng-30-10006177-n	dermatoloog
n10006748	eng-30-10006748-n	
n10007809	eng-30-10007809-n	
n10009276	eng-30-10009276-n	
n10010062	eng-30-10010062-n	ontwerper, ontwikkelaar, projectontwikkelaar, promotor
n10013811	eng-30-10013811-n	
n10017272	eng-30-10017272-n	diskjockey
n10020670	eng-30-10020670-n	
n10020890	eng-30-10020890-n	arts, dokter, esculaap, geneesheer, geneeskundige, heelmeester, medicus, pil
n10024362	eng-30-10024362-n	wederhelft
n10025060	eng-30-10025060-n	Dominee
n10025635	eng-30-10025635-n	
n10027246	eng-30-10027246-n	dubbelganger, evenbeeld
n10029068	eng-30-10029068-n	la, tekenaar
n10030277	eng-30-10030277-n	dramaturg, toneelschrijver
n10033412	eng-30-10033412-n	naaister
n10033663	eng-30-10033663-n	
n10034201	eng-30-10034201-n	drinker
n10034614	eng-30-10034614-n	
n10036266	eng-30-10036266-n	druggebruiker, drugsgebruiker
n10036929	eng-30-10036929-n	drumspeler, drummer, slagwerker, tamboer, trommelaar, trommelslager
n10037080	eng-30-10037080-n	
n10037385	eng-30-10037385-n	beschonkene, dronkaard, dronkelap, dronkeman, dweil, zatladder, zatlap
n10037922	eng-30-10037922-n	
n10039946	eng-30-10039946-n	
n10040945	eng-30-10040945-n	
n10043491	eng-30-10043491-n	
n10043643	eng-30-10043643-n	economist, econoom
n10044879	eng-30-10044879-n	editor, krantenredacteur, bewerker, schrijver, redacteur, redactrice
n10047459	eng-30-10047459-n	egotripper, egoïst, egotist
n10048367	eng-30-10048367-n	
n10048612	eng-30-10048612-n	
n10048836	eng-30-10048836-n	
n10049363	eng-30-10049363-n	elektricien
n10052694	eng-30-10052694-n	afgevaardige, afgezant, gezant
n10053808	eng-30-10053808-n	personeelslid, arbeider, arbeidskracht, bediende, kracht, loontrekker, tewerkgestelde, werknemer
n10054657	eng-30-10054657-n	werkgever
n10055410	eng-30-10055410-n	verleidster, sirene
n10056103	eng-30-10056103-n	
n10058411	eng-30-10058411-n	genieter
n10058962	eng-30-10058962-n	
n10061431	eng-30-10061431-n	
n10063635	eng-30-10063635-n	Eskimo
n10063919	eng-30-10063919-n	
n10064831	eng-30-10064831-n	
n10064977	eng-30-10064977-n	
n10067600	eng-30-10067600-n	
n10069296	eng-30-10069296-n	executant
n10070711	eng-30-10070711-n	pronken, aansteller, uitslover, branieschopper, breedbekkikker, druktemaker, herriemaker, herrieschopper, lawaaimaker, lawaaischopper, levenmaker, praatjesmaker
n10074578	eng-30-10074578-n	
n10074841	eng-30-10074841-n	
n10075693	eng-30-10075693-n	
n10076224	eng-30-10076224-n	
n10076957	eng-30-10076957-n	falsaris
n10077593	eng-30-10077593-n	aanbidder, beminnaar, liefhebber, minnaar
n10078131	eng-30-10078131-n	
n10078719	eng-30-10078719-n	
n10078806	eng-30-10078806-n	landbouwer, veehouder, boer, boerin, farmer
n10079399	eng-30-10079399-n	
n10080869	eng-30-10080869-n	verwekker, vadertje, Vader, pater, eerwaarde, mijnheer pastoor, oudeheer, ouwe, ouweheer, pa, pap, papa, pappie, paps, pipa, vader, vaderen, vake
n10081204	eng-30-10081204-n	
n10081842	eng-30-10081842-n	
n10082043	eng-30-10082043-n	schoonvader
n10082687	eng-30-10082687-n	
n10082997	eng-30-10082997-n	
n10084043	eng-30-10084043-n	
n10084295	eng-30-10084295-n	meiske, meid, griet, meisje
n10091450	eng-30-10091450-n	
n10091651	eng-30-10091651-n	spuitgast, pompier, brandweerman
n10092643	eng-30-10092643-n	eerstgeborene
n10092794	eng-30-10092794-n	
n10093475	eng-30-10093475-n	
n10094782	eng-30-10094782-n	woordvoerder
n10095769	eng-30-10095769-n	huisgenoot
n10095869	eng-30-10095869-n	mooiprater, pluimstrijker, vleier
n10097842	eng-30-10097842-n	
n10098245	eng-30-10098245-n	fluitist
n10098517	eng-30-10098517-n	vlieggewicht
n10098624	eng-30-10098624-n	
n10098710	eng-30-10098710-n	tegenpartij
n10098862	eng-30-10098862-n	
n10099375	eng-30-10099375-n	aanhanger, adept, adherent, leerling, volgeling
n10101308	eng-30-10101308-n	
n10101634	eng-30-10101634-n	voetballer
n10102800	eng-30-10102800-n	
n10103228	eng-30-10103228-n	
n10104064	eng-30-10104064-n	topfiguur
n10105085	eng-30-10105085-n	valsmunter
n10105733	eng-30-10105733-n	aanvaller, centrumspits, midvoor, puntspeler, spits, spitsspeler, voorhoedespeler, voorspeler
n10106509	eng-30-10106509-n	pleegmoeder
n10106995	eng-30-10106995-n	
n10109662	eng-30-10109662-n	
n10111358	eng-30-10111358-n	
n10111779	eng-30-10111779-n	
n10111903	eng-30-10111903-n	monnik, bedelbroeder, bedelmonnik, broeder, convers, frater, kloosterbroeder, lekenbroeder, mendicant, ordebroeder
n10112129	eng-30-10112129-n	broeder, cenobiet, convers, frater, kloosterbroeder, kloosterling, lekenbroeder, monnik, ordebroeder
n10115946	eng-30-10115946-n	evenwichtskunstenaar, koorddanser
n10117267	eng-30-10117267-n	
n10117415	eng-30-10117415-n	
n10117739	eng-30-10117739-n	
n10117851	eng-30-10117851-n	
n10118844	eng-30-10118844-n	
n10119609	eng-30-10119609-n	
n10120671	eng-30-10120671-n	hovenier, tuinder, tuinier
n10123122	eng-30-10123122-n	
n10126177	eng-30-10126177-n	
n10127689	eng-30-10127689-n	geoloog
n10129825	eng-30-10129825-n	juffie, jongedame, jongejuffrouw, juf
n10131151	eng-30-10131151-n	
n10131815	eng-30-10131815-n	gladiator, zwaardvechter
n10132035	eng-30-10132035-n	
n10134396	eng-30-10134396-n	petekind
n10136959	eng-30-10136959-n	golfspeler, golfer
n10137825	eng-30-10137825-n	
n10138472	eng-30-10138472-n	
n10140051	eng-30-10140051-n	
n10140929	eng-30-10140929-n	
n10141364	eng-30-10141364-n	grammaticus
n10141732	eng-30-10141732-n	kleindochter
n10142391	eng-30-10142391-n	bompa, grootpapa, grootvader, opa
n10142747	eng-30-10142747-n	omoe, bomma, grootje, grootmama, grootmoeder, oma, opoe
n10143172	eng-30-10143172-n	grootvader, grootouder, grootouders
n10144338	eng-30-10144338-n	
n10145340	eng-30-10145340-n	
n10145480	eng-30-10145480-n	
n10145774	eng-30-10145774-n	
n10145902	eng-30-10145902-n	
n10146416	eng-30-10146416-n	
n10146927	eng-30-10146927-n	
n10147262	eng-30-10147262-n	Grinner
n10147710	eng-30-10147710-n	kruidenier, groenteboer, groenteman
n10148035	eng-30-10148035-n	bruidegom
n10148305	eng-30-10148305-n	nurk, druiloor, grompot, zuurpruim, nijdas, brombeer, brompot, iezegrim, kankeraar, knorrepot, mopperaar, mopperkont, neetoor
n10149436	eng-30-10149436-n	
n10150071	eng-30-10150071-n	bewaarder, bewaker
n10151133	eng-30-10151133-n	gast
n10151570	eng-30-10151570-n	gids
n10151760	eng-30-10151760-n	gitariste, gitaarspeler, gitarist
n10152306	eng-30-10152306-n	
n10152763	eng-30-10152763-n	leermeester
n10153414	eng-30-10153414-n	jongens, gasten
n10153594	eng-30-10153594-n	gymnast, turner
n10154013	eng-30-10154013-n	gynaecoloog
n10154186	eng-30-10154186-n	Roma, zigeunerin, gipsy, zigeuner
n10154601	eng-30-10154601-n	
n10155849	eng-30-10155849-n	barbier, coiffeur, dameskapper, figaro, friseur, haarknipper, hairstylist, kapper
n10159045	eng-30-10159045-n	
n10159533	eng-30-10159533-n	
n10162354	eng-30-10162354-n	modiste, hoedenmaker, hoekenmaker
n10164492	eng-30-10164492-n	
n10165448	eng-30-10165448-n	luisteraar
n10167152	eng-30-10167152-n	zwaargewicht
n10168012	eng-30-10168012-n	
n10168584	eng-30-10168584-n	erfgenaam
n10171567	eng-30-10171567-n	veedrijver, herder, herderin, hoeder, ossendrijver
n10173410	eng-30-10173410-n	held, heldin
n10173771	eng-30-10173771-n	
n10174330	eng-30-10174330-n	
n10174445	eng-30-10174445-n	
n10175248	eng-30-10175248-n	hogepriester
n10178216	eng-30-10178216-n	
n10181547	eng-30-10181547-n	
n10181878	eng-30-10181878-n	
n10182190	eng-30-10182190-n	
n10183931	eng-30-10183931-n	
n10185148	eng-30-10185148-n	
n10185483	eng-30-10185483-n	
n10185793	eng-30-10185793-n	hippisch, paardrijder, paardrijdster, ruiter
n10187130	eng-30-10187130-n	organisator, gastgever, gastvrouw, gastheer
n10189278	eng-30-10189278-n	standvogel
n10191001	eng-30-10191001-n	
n10192839	eng-30-10192839-n	bink
n10194231	eng-30-10194231-n	
n10195261	eng-30-10195261-n	hypnotiseur
n10195593	eng-30-10195593-n	schijnheilige, Januskop, draaikont, farizeeër, huichelaar, hypocriet, januskop, jezuïet, smoelentrekker, valsaard, valserik, veinzaard, veinzer
n10197392	eng-30-10197392-n	ideoloog
n10200781	eng-30-10200781-n	
n10202624	eng-30-10202624-n	titularis
n10203949	eng-30-10203949-n	
n10205231	eng-30-10205231-n	mindere, ondergeschikte, onderhorige
n10205457	eng-30-10205457-n	binnenvelder
n10207169	eng-30-10207169-n	schoonfamilie, [[aangetrouwd]] [[familielid]]
n10208847	eng-30-10208847-n	dijkmeester
n10208950	eng-30-10208950-n	
n10209082	eng-30-10209082-n	initiatiefnemer, initiator
n10212231	eng-30-10212231-n	
n10212780	eng-30-10212780-n	interpreet, vertolker
n10215623	eng-30-10215623-n	
n10216106	eng-30-10216106-n	kapitaalsverschaffer, belegger, investeerder
n10218043	eng-30-10218043-n	
n10219879	eng-30-10219879-n	
n10222170	eng-30-10222170-n	
n10222259	eng-30-10222259-n	
n10223177	eng-30-10223177-n	jockey
n10224578	eng-30-10224578-n	berichtgever, journalist, krantenjongen, nieuwsgaarder, persjongen, persman, reporter, verslaggever
n10225219	eng-30-10225219-n	kenner, scheidsrechter, rechter
n10225931	eng-30-10225931-n	
n10226413	eng-30-10226413-n	jongleur, kunstenmaker
n10227266	eng-30-10227266-n	jongere, junior, junioren
n10227985	eng-30-10227985-n	juriste, jurist, meester, rechtsgeleerde, wetgeleerde
n10228712	eng-30-10228712-n	
n10229883	eng-30-10229883-n	toetsenist
n10233248	eng-30-10233248-n	koningmaker
n10235024	eng-30-10235024-n	
n10236304	eng-30-10236304-n	
n10236842	eng-30-10236842-n	
n10237069	eng-30-10237069-n	vrouwelijke bloedverwant
n10237196	eng-30-10237196-n	
n10238272	eng-30-10238272-n	
n10240082	eng-30-10240082-n	
n10241300	eng-30-10241300-n	arbeider, handarbeider, loonarbeider, werkman
n10242328	eng-30-10242328-n	
n10243137	eng-30-10243137-n	damestoilet, dame, lady
n10243664	eng-30-10243664-n	lama
n10247358	eng-30-10247358-n	meisje, meid
n10247880	eng-30-10247880-n	
n10248008	eng-30-10248008-n	
n10248377	eng-30-10248377-n	
n10249270	eng-30-10249270-n	wetgever
n10249459	eng-30-10249459-n	
n10249869	eng-30-10249869-n	
n10249950	eng-30-10249950-n	jurist, advocaat, advocate, pleiter, raadsman, verdediger, voorspraak
n10252222	eng-30-10252222-n	
n10252354	eng-30-10252354-n	lezer, lector
n10253122	eng-30-10253122-n	linkse
n10253703	eng-30-10253703-n	legionair, legioensoldaat
n10258786	eng-30-10258786-n	
n10259348	eng-30-10259348-n	
n10260706	eng-30-10260706-n	mensenleven
n10260800	eng-30-10260800-n	badmeester
n10261624	eng-30-10261624-n	
n10261862	eng-30-10261862-n	halfzwaargewicht
n10262445	eng-30-10262445-n	
n10262561	eng-30-10262561-n	lichtgewicht
n10262655	eng-30-10262655-n	lichtgewicht
n10263411	eng-30-10263411-n	
n10263790	eng-30-10263790-n	
n10266848	eng-30-10266848-n	
n10271677	eng-30-10271677-n	aristocraat, edelman, jonker, jonkheer, landjonker
n10273064	eng-30-10273064-n	kneus, kneusje, loser, mislukkeling, pechvogel, schlemiel, verliezer, wanboffer
n10275395	eng-30-10275395-n	onverzettelijke, standvastige
n10276045	eng-30-10276045-n	houthakker
n10277638	eng-30-10277638-n	luitspeler
n10279018	eng-30-10279018-n	machinist, machinevoerder, mecanicien, mechanicus, werktuigkundige
n10280034	eng-30-10280034-n	
n10280674	eng-30-10280674-n	magiër, goochelaar, illusionist
n10281896	eng-30-10281896-n	
n10282482	eng-30-10282482-n	jongedame, maagd, meisje, juffrouw, vrijster
n10283170	eng-30-10283170-n	majoor
n10283366	eng-30-10283366-n	
n10284064	eng-30-10284064-n	maker, producent
n10288964	eng-30-10288964-n	
n10289039	eng-30-10289039-n	
n10291822	eng-30-10291822-n	
n10293332	eng-30-10293332-n	
n10296176	eng-30-10296176-n	maarschalk, baancommissaris
n10297234	eng-30-10297234-n	mascotte
n10297531	eng-30-10297531-n	metser, metselaar, steenhouwer
n10297841	eng-30-10297841-n	
n10298647	eng-30-10298647-n	
n10299250	eng-30-10299250-n	ceremoniemeester
n10300154	eng-30-10300154-n	
n10300303	eng-30-10300303-n	
n10300500	eng-30-10300500-n	
n10303037	eng-30-10303037-n	matrone
n10303814	eng-30-10303814-n	burgemeester, burgervader
n10304086	eng-30-10304086-n	
n10304650	eng-30-10304650-n	
n10305635	eng-30-10305635-n	legerarts
n10305802	eng-30-10305802-n	arts, dokter, esculaap, geneesheer, geneeskundige, heelmeester, medicus, pil
n10306004	eng-30-10306004-n	
n10306496	eng-30-10306496-n	grootheidswaanzinnig
n10308066	eng-30-10308066-n	
n10308168	eng-30-10308168-n	directielid
n10308732	eng-30-10308732-n	hersteller, onderhoudsman
n10313724	eng-30-10313724-n	
n10314054	eng-30-10314054-n	
n10314517	eng-30-10314517-n	middelgewicht, middengewicht
n10314836	eng-30-10314836-n	kraamvrouw, baker, accoucheur, verloskundige, vroedvrouw
n10316862	eng-30-10316862-n	
n10317007	eng-30-10317007-n	officier
n10317500	eng-30-10317500-n	gendarme
n10318293	eng-30-10318293-n	
n10319313	eng-30-10319313-n	
n10320863	eng-30-10320863-n	Excellentie, bewindsman, minister
n10321340	eng-30-10321340-n	
n10323634	eng-30-10323634-n	bazin
n10323752	eng-30-10323752-n	buitenvrouw, mevrouw, minnares
n10323999	eng-30-10323999-n	
n10324560	eng-30-10324560-n	model
n10325774	eng-30-10325774-n	modelbouwer, modelleur
n10327987	eng-30-10327987-n	
n10328123	eng-30-10328123-n	
n10328437	eng-30-10328437-n	
n10328696	eng-30-10328696-n	
n10328941	eng-30-10328941-n	
n10329035	eng-30-10329035-n	
n10331167	eng-30-10331167-n	
n10332385	eng-30-10332385-n	ma, mam, mama, mammie, moe, moeder, moederlief, moes, moesje
n10332953	eng-30-10332953-n	
n10333044	eng-30-10333044-n	
n10333317	eng-30-10333317-n	ik ben bang van niet, schoonmoeder
n10333838	eng-30-10333838-n	
n10334009	eng-30-10334009-n	motorrijder
n10338231	eng-30-10338231-n	moella, schriftgeleerde, wetgeleerde
n10339717	eng-30-10339717-n	
n10340312	eng-30-10340312-n	instrumentalist, instrumentist, musicienne, musicus, muziekbeoefenaar, muzikant, speler, toonkunstenaar
n10341243	eng-30-10341243-n	musicoloog
n10341343	eng-30-10341343-n	
n10341573	eng-30-10341573-n	
n10342543	eng-30-10342543-n	murmureerder
n10346015	eng-30-10346015-n	nationalist
n10353016	eng-30-10353016-n	pasgeborene, nieuwgeborene
n10355142	eng-30-10355142-n	neutral
n10355306	eng-30-10355306-n	
n10355806	eng-30-10355806-n	
n10357613	eng-30-10357613-n	nicht, oomzegster
n10360366	eng-30-10360366-n	
n10360747	eng-30-10360747-n	
n10361194	eng-30-10361194-n	
n10362319	eng-30-10362319-n	
n10363445	eng-30-10363445-n	
n10364198	eng-30-10364198-n	beginneling, beginnelinge
n10366966	eng-30-10366966-n	verpleegkundige, verpleegster, ziekenzuster, zuster
n10368291	eng-30-10368291-n	
n10368528	eng-30-10368528-n	
n10368624	eng-30-10368624-n	
n10369317	eng-30-10369317-n	hoboïst
n10369417	eng-30-10369417-n	
n10369528	eng-30-10369528-n	observant, observator, waarnemer
n10369699	eng-30-10369699-n	gynaecoloog, accoucheur, verloskundige, vroedvrouw
n10370381	eng-30-10370381-n	
n10373390	eng-30-10373390-n	
n10375052	eng-30-10375052-n	
n10375314	eng-30-10375314-n	
n10375402	eng-30-10375402-n	
n10376523	eng-30-10376523-n	bejaarde, oudere, oudje, zestigplusser
n10377021	eng-30-10377021-n	oude vrouw, oud wijf, ouwe vrouw
n10377185	eng-30-10377185-n	oligarch
n10377291	eng-30-10377291-n	
n10380672	eng-30-10380672-n	redenaar
n10381981	eng-30-10381981-n	
n10382825	eng-30-10382825-n	organist
n10383094	eng-30-10383094-n	
n10383816	eng-30-10383816-n	schepper, initiatiefnemer, initiator
n10384392	eng-30-10384392-n	wees, weesjongen, weeskind, weesmeisje
n10384496	eng-30-10384496-n	
n10385566	eng-30-10385566-n	
n10386984	eng-30-10386984-n	buitenvelder
n10387324	eng-30-10387324-n	
n10393909	eng-30-10393909-n	huisschilder, schilder
n10394786	eng-30-10394786-n	palaeontoloog, paleontoloog
n10395073	eng-30-10395073-n	drager
n10395828	eng-30-10395828-n	Panchen lama
n10400437	eng-30-10400437-n	parlementslid
n10401639	eng-30-10401639-n	deelgenoot
n10402709	eng-30-10402709-n	
n10402824	eng-30-10402824-n	
n10403876	eng-30-10403876-n	opvarende, passagier
n10405540	eng-30-10405540-n	
n10405694	eng-30-10405694-n	
n10406765	eng-30-10406765-n	huisvader, aartsvader
n10407310	eng-30-10407310-n	patriot
n10407954	eng-30-10407954-n	beschermer, beschermheer, mecenas, schutsheer, sponsor, steun
n10410246	eng-30-10410246-n	
n10411551	eng-30-10411551-n	marskramer, leurder, straathandelaar, straatventer, venter
n10414239	eng-30-10414239-n	
n10414865	eng-30-10414865-n	
n10415037	eng-30-10415037-n	percussionist, slagwerker
n10417551	eng-30-10417551-n	
n10418101	eng-30-10418101-n	personificatie
n10418735	eng-30-10418735-n	
n10419785	eng-30-10419785-n	
n10420507	eng-30-10420507-n	
n10421016	eng-30-10421016-n	Farao, farao
n10421470	eng-30-10421470-n	drogist, apotheker, artsenijbereider, farmaceut, pillendraaier
n10427223	eng-30-10427223-n	fotojournalist
n10427764	eng-30-10427764-n	bewegingstherapeut, fysiotherapeut
n10428004	eng-30-10428004-n	natuurkundige, fysicus
n10431625	eng-30-10431625-n	kiezer
n10432957	eng-30-10432957-n	
n10435988	eng-30-10435988-n	pitcher, werper
n10438172	eng-30-10438172-n	beramer, planner
n10438842	eng-30-10438842-n	pleisteraar, pleisterwerker, raper, stucwerker, stukadoor
n10439851	eng-30-10439851-n	deelnemer, anemograaf, speler
n10441124	eng-30-10441124-n	
n10441694	eng-30-10441694-n	pandgever
n10441962	eng-30-10441962-n	gevolmachtigde
n10442093	eng-30-10442093-n	
n10443032	eng-30-10443032-n	loodgieter, waterfitter
n10449664	eng-30-10449664-n	polishouder
n10450161	eng-30-10450161-n	politicoloog
n10450303	eng-30-10450303-n	politicus, politieker, staatsman
n10453184	eng-30-10453184-n	
n10456696	eng-30-10456696-n	
n10458596	eng-30-10458596-n	
n10460033	eng-30-10460033-n	
n10461060	eng-30-10461060-n	eierboer, poelier
n10462860	eng-30-10462860-n	beoefenaar
n10464052	eng-30-10464052-n	
n10464542	eng-30-10464542-n	leermeester
n10465451	eng-30-10465451-n	
n10466918	eng-30-10466918-n	
n10467179	eng-30-10467179-n	
n10467395	eng-30-10467395-n	bondspresident
n10470779	eng-30-10470779-n	pastoor, priester, pater
n10473917	eng-30-10473917-n	
n10474064	eng-30-10474064-n	koningin, prinses
n10474645	eng-30-10474645-n	
n10476467	eng-30-10476467-n	mindere
n10477713	eng-30-10477713-n	
n10478827	eng-30-10478827-n	
n10481268	eng-30-10481268-n	codeur, programmeur
n10482921	eng-30-10482921-n	
n10483138	eng-30-10483138-n	verspreider
