key,wordnet_id,lemma,translation
n12187663,eng-30-12187663-n,globe mallow,globe kaasjeskruid
n12187663,eng-30-12187663-n,false mallow,valse kaasjeskruid
n12188289,eng-30-12188289-n,tulipwood tree,tulipwood boom
n12189779,eng-30-12189779-n,cream-of-tartar tree,crème-of-tandsteen boom
n12189779,eng-30-12189779-n,sour gourd,zure kalebas
n12189779,eng-30-12189779-n,Adansonia gregorii,Australische baobab
n12189987,eng-30-12189987-n,baobab,baobabboom
n12189987,eng-30-12189987-n,monkey-bread tree,apenbroodboom
n12189987,eng-30-12189987-n,Adansonia digitata,Adansonia digitata
n12190410,eng-30-12190410-n,kapok,kapok
n12190410,eng-30-12190410-n,ceiba tree,kapokboom
n12190410,eng-30-12190410-n,silk-cotton tree,silk-cotton tree
n12190410,eng-30-12190410-n,white silk-cotton tree,witte zijde-katoenen boom
n12190410,eng-30-12190410-n,Bombay ceiba,Bombay ceiba
n12190410,eng-30-12190410-n,God tree,God boom
n12190410,eng-30-12190410-n,Ceiba pentandra,Ceiba pentandra
n12194147,eng-30-12194147-n,Jamaican cherry,Jamaicaanse cherry
n12194147,eng-30-12194147-n,calabur tree,calabur boom
n12194147,eng-30-12194147-n,calabura,calabura
n12194147,eng-30-12194147-n,silk wood,zijde hout
n12194147,eng-30-12194147-n,silkwood,Silkwood
n12194147,eng-30-12194147-n,Muntingia calabura,Muntingia calabura
n12195391,eng-30-12195391-n,sterculia,sterculia
n12196129,eng-30-12196129-n,bottle-tree,bottle-tree
n12196129,eng-30-12196129-n,bottle tree,flessenboom
n12196336,eng-30-12196336-n,flame tree,vlam boom
n12196336,eng-30-12196336-n,flame durrajong,vlam durrajong
n12196336,eng-30-12196336-n,Brachychiton acerifolius,Brachychiton acerifolius
n12196336,eng-30-12196336-n,Sterculia acerifolia,Sterculia acerifolia
n12196527,eng-30-12196527-n,flame tree,vlam boom
n12196527,eng-30-12196527-n,broad-leaved bottletree,breedbladig Bottletree
n12196527,eng-30-12196527-n,Brachychiton australis,Brachychiton australis
n12196694,eng-30-12196694-n,kurrajong,Kurrajong
n12196694,eng-30-12196694-n,currajong,Currajong
n12196694,eng-30-12196694-n,Brachychiton populneus,Brachychiton populneus
n12198286,eng-30-12198286-n,Chinese parasol tree,Chinese parasol boom
n12198286,eng-30-12198286-n,Chinese parasol,Chinese parasol
n12198286,eng-30-12198286-n,Japanese varnish tree,Japanse lak boom
n12198286,eng-30-12198286-n,phoenix tree,phoenix boom
n12198286,eng-30-12198286-n,Firmiana simplex,Firmiana simplex
n12199790,eng-30-12199790-n,red beech,rode beuk
n12199790,eng-30-12199790-n,brown oak,donker eiken
n12199790,eng-30-12199790-n,booyong,booyong
n12199790,eng-30-12199790-n,crow's foot,kraaienpoot
n12199790,eng-30-12199790-n,stave wood,wenden hout
n12199790,eng-30-12199790-n,silky elm,zijdeachtig iep
n12199790,eng-30-12199790-n,Heritiera trifoliolata,heritiera trifoliolata
n12199790,eng-30-12199790-n,Terrietia trifoliolata,Terrietia trifoliolata
n12199982,eng-30-12199982-n,looking glass tree,looking glass boom
n12199982,eng-30-12199982-n,Heritiera macrophylla,heritiera macrophylla
n12200143,eng-30-12200143-n,looking-glass plant,looking-glasfabriek
n12200143,eng-30-12200143-n,Heritiera littoralis,heritiera littoralis
n12201331,eng-30-12201331-n,silver tree,silver tree
n12201331,eng-30-12201331-n,Tarrietia argyrodendron,Tarrietia argyrodendron
n12203529,eng-30-12203529-n,American basswood,Amerikaanse basswood
n12203529,eng-30-12203529-n,American lime,American lime
n12203529,eng-30-12203529-n,Tilia americana,Tilia americana
n12203896,eng-30-12203896-n,white basswood,witte basswood
n12203896,eng-30-12203896-n,cottonwood,cottonwood
n12203896,eng-30-12203896-n,Tilia heterophylla,Tilia heterophylla
n12204032,eng-30-12204032-n,Japanese linden,Japanse linden
n12204032,eng-30-12204032-n,Japanese lime,Japanse lime
n12204032,eng-30-12204032-n,Tilia japonica,Tilia japonica
n12204175,eng-30-12204175-n,silver lime,zilverlinde
n12204175,eng-30-12204175-n,silver linden,zilveren linden
n12204175,eng-30-12204175-n,Tilia tomentosa,Zilverlinde
n12214789,eng-30-12214789-n,protea,protea
n12215579,eng-30-12215579-n,banksia,banksia
n12216215,eng-30-12216215-n,smoke bush,rook bush
n12217453,eng-30-12217453-n,grevillea,grevillea
n12218868,eng-30-12218868-n,cushion flower,kussen bloem
n12218868,eng-30-12218868-n,pincushion hakea,speldenkussen hakea
n12218868,eng-30-12218868-n,Hakea laurina,Hakea Laurina
n12222090,eng-30-12222090-n,prickly ash,stekelig as
n12222090,eng-30-12222090-n,Orites excelsa,Orites excelsa
n12222900,eng-30-12222900-n,wheel tree,wheel boom
n12222900,eng-30-12222900-n,firewheel tree,firewheel boom
n12222900,eng-30-12222900-n,Stenocarpus sinuatus,Stenocarpus sinuatus
n12223160,eng-30-12223160-n,scrub beefwood,scrub Beefwood
n12223160,eng-30-12223160-n,beefwood,Beefwood
n12223160,eng-30-12223160-n,Stenocarpus salignus,Stenocarpus salignus
n12223569,eng-30-12223569-n,waratah,waratah
n12223569,eng-30-12223569-n,Telopea Oreades,Telopea Oreades
n12223764,eng-30-12223764-n,waratah,waratah
n12223764,eng-30-12223764-n,Telopea speciosissima,Telopea speciosissima
n12224978,eng-30-12224978-n,casuarina,casuarina
n12226932,eng-30-12226932-n,heath,heide
n12227909,eng-30-12227909-n,briarroot,briarroot
n12231192,eng-30-12231192-n,bearberry,bearberry
n12235051,eng-30-12235051-n,trailing arbutus,slepen arbutus
n12235051,eng-30-12235051-n,mayflower,mayflower
n12235051,eng-30-12235051-n,Epigaea repens,Epigaea repens
n12236160,eng-30-12236160-n,salal,Salal
n12236160,eng-30-12236160-n,shallon,shallon
n12236160,eng-30-12236160-n,Gaultheria shallon,Gaultheria shallon
n12236546,eng-30-12236546-n,huckleberry,bosbes
n12238913,eng-30-12238913-n,wild rosemary,wilde rozemarijn
n12238913,eng-30-12238913-n,marsh tea,moeras thee
n12238913,eng-30-12238913-n,Ledum palustre,Ledum palustre
n12239647,eng-30-12239647-n,leucothoe,Leucothoe
n12240477,eng-30-12240477-n,alpine azalea,alpine azalea
n12240477,eng-30-12240477-n,mountain azalea,berg azalea
n12240477,eng-30-12240477-n,Loiseleuria procumbens,Loiseleuria procumbens
n12242409,eng-30-12242409-n,sorrel tree,zuring boom
n12242409,eng-30-12242409-n,sourwood,sourwood
n12242409,eng-30-12242409-n,titi,titi
n12242409,eng-30-12242409-n,Oxydendrum arboreum,Oxydendrum arboreum
n12243693,eng-30-12243693-n,fetterbush,fetterbush
n12243693,eng-30-12243693-n,mountain fetterbush,mountain fetterbush
n12243693,eng-30-12243693-n,mountain andromeda,mountain andromeda
n12243693,eng-30-12243693-n,Pieris floribunda,Pieris floribunda
n12244458,eng-30-12244458-n,coast rhododendron,kust rododendron
n12244458,eng-30-12244458-n,Rhododendron californicum,Rhododendron californicum
n12244650,eng-30-12244650-n,rosebay,rosebay
n12244650,eng-30-12244650-n,Rhododendron maxima,Rhododendron maxima
n12244819,eng-30-12244819-n,swamp azalea,moeras azalea
n12244819,eng-30-12244819-n,swamp honeysuckle,moeras kamperfoelie
n12244819,eng-30-12244819-n,white honeysuckle,witte kamperfoelie
n12244819,eng-30-12244819-n,Rhododendron viscosum,Rhododendron viscosum
n12245695,eng-30-12245695-n,cranberry,veenbes
n12251001,eng-30-12251001-n,diapensia,diapensia
n12252168,eng-30-12252168-n,shortia,Shortia
n12252866,eng-30-12252866-n,Australian heath,Australische heide
n12254168,eng-30-12254168-n,native cranberry,inheemse cranberry
n12254168,eng-30-12254168-n,groundberry,groundberry
n12254168,eng-30-12254168-n,ground-berry,grond bessen
n12254168,eng-30-12254168-n,cranberry heath,cranberry heide
n12254168,eng-30-12254168-n,Astroloma humifusum,Astroloma humifusum
n12254168,eng-30-12254168-n,Styphelia humifusum,Styphelia humifusum
n12256112,eng-30-12256112-n,wintergreen,wintergroen
n12256112,eng-30-12256112-n,pyrola,Pyrola
n12257570,eng-30-12257570-n,pipsissewa,Pipsissewa
n12257570,eng-30-12257570-n,prince's pine,pine prins
n12258101,eng-30-12258101-n,one-flowered wintergreen,een bloemige wintergroen
n12258101,eng-30-12258101-n,one-flowered pyrola,een bloemige Pyrola
n12258101,eng-30-12258101-n,Moneses uniflora,eenbloemig wintergroen uniflora
n12258101,eng-30-12258101-n,Pyrola uniflora,Pyrola uniflora
n12258885,eng-30-12258885-n,Indian pipe,Indian pipe
n12258885,eng-30-12258885-n,waxflower,waxflower
n12258885,eng-30-12258885-n,Monotropa uniflora,Monotropa uniflora
n12259316,eng-30-12259316-n,pinesap,pinesap
n12259316,eng-30-12259316-n,false beachdrops,valse beachdrops
n12259316,eng-30-12259316-n,Monotropa hypopithys,Monotropa hypopithys
n12261571,eng-30-12261571-n,copper beech,koperbeuk
n12261571,eng-30-12261571-n,purple beech,paarse beuk
n12261571,eng-30-12261571-n,Fagus sylvatica atropunicea,Fagus sylvatica Atropunicea
n12261571,eng-30-12261571-n,Fagus purpurea,Fagus purpurea
n12261571,eng-30-12261571-n,Fagus sylvatica purpurea,Fagus sylvatica purpurea
n12261808,eng-30-12261808-n,American beech,Amerikaanse beuk
n12261808,eng-30-12261808-n,white beech,beuken
n12261808,eng-30-12261808-n,red beech,rode beuk
n12261808,eng-30-12261808-n,Fagus grandifolia,Fagus grandifolia
n12261808,eng-30-12261808-n,Fagus americana,Fagus americana
n12262018,eng-30-12262018-n,weeping beech,treurbeuk
n12262018,eng-30-12262018-n,Fagus pendula,Fagus pendula
n12262018,eng-30-12262018-n,Fagus sylvatica pendula,Fagus sylvatica pendula
n12262185,eng-30-12262185-n,Japanese beech,Japanse beuk
n12263038,eng-30-12263038-n,American chestnut,Amerikaanse kastanje
n12263038,eng-30-12263038-n,American sweet chestnut,American tamme kastanje
n12263038,eng-30-12263038-n,Castanea dentata,Castanea dentata
n12263410,eng-30-12263410-n,Chinese chestnut,Chinese kastanje
n12263410,eng-30-12263410-n,Castanea mollissima,Castanea mollissima
n12263738,eng-30-12263738-n,Allegheny chinkapin,Allegheny Chinkapin
n12263738,eng-30-12263738-n,eastern chinquapin,oostelijk chinquapin
n12263738,eng-30-12263738-n,chinquapin,chinquapin
n12263738,eng-30-12263738-n,dwarf chestnut,dwerg kastanje
n12263738,eng-30-12263738-n,Castanea pumila,Castanea pumila
n12263987,eng-30-12263987-n,Ozark chinkapin,Ozark Chinkapin
n12263987,eng-30-12263987-n,Ozark chinquapin,Ozark chinquapin
n12263987,eng-30-12263987-n,chinquapin,chinquapin
n12263987,eng-30-12263987-n,Castanea ozarkensis,Castanea ozarkensis
n12264512,eng-30-12264512-n,oak chestnut,eiken kastanje
n12265394,eng-30-12265394-n,tanbark oak,Tanbark eiken
n12265394,eng-30-12265394-n,Lithocarpus densiflorus,Lithocarpus densiflorus
n12266217,eng-30-12266217-n,southern beech,zuidelijke beuk
n12266217,eng-30-12266217-n,evergreen beech,evergreen beuk
n12266528,eng-30-12266528-n,myrtle beech,mirte beuk
n12266528,eng-30-12266528-n,Nothofagus cuninghamii,Nothofagus cuninghamii
n12266796,eng-30-12266796-n,New Zealand beech,Nieuw-Zeeland beuk
n12267411,eng-30-12267411-n,black beech,zwart beuk
n12267411,eng-30-12267411-n,Nothofagus solanderi,Nothofagus solanderi
n12267534,eng-30-12267534-n,hard beech,harde beuk
n12267534,eng-30-12267534-n,Nothofagus truncata,Nothofagus truncata
n12269241,eng-30-12269241-n,live oak,soort eik
n12269406,eng-30-12269406-n,coast live oak,kust levende eiken
n12269406,eng-30-12269406-n,California live oak,Californië levende eiken
n12269406,eng-30-12269406-n,Quercus agrifolia,Quercus agrifolia
n12269652,eng-30-12269652-n,white oak,witte eik
n12270027,eng-30-12270027-n,American white oak,Amerikaanse witte eik
n12270027,eng-30-12270027-n,Quercus alba,Quercus alba
n12270278,eng-30-12270278-n,Arizona white oak,Arizona wit eiken
n12270278,eng-30-12270278-n,Quercus arizonica,Quercus arizonica
n12270460,eng-30-12270460-n,swamp white oak,moeras witte eik
n12270460,eng-30-12270460-n,swamp oak,moeras eiken
n12270460,eng-30-12270460-n,Quercus bicolor,Quercus bicolor
n12270741,eng-30-12270741-n,European turkey oak,Europese kalkoen eiken
n12270741,eng-30-12270741-n,turkey oak,Moseik
n12270741,eng-30-12270741-n,Quercus cerris,MOSEIK
n12270946,eng-30-12270946-n,canyon oak,canyon eiken
n12270946,eng-30-12270946-n,canyon live oak,canyon levende eiken
n12270946,eng-30-12270946-n,maul oak,maul eiken
n12270946,eng-30-12270946-n,iron oak,ijzer eiken
n12270946,eng-30-12270946-n,Quercus chrysolepis,Quercus chrysolepis
n12271187,eng-30-12271187-n,scarlet oak,scharlaken eiken
n12271187,eng-30-12271187-n,Quercus coccinea,Quercus coccinea
n12271451,eng-30-12271451-n,jack oak,jack oak
n12271451,eng-30-12271451-n,northern pin oak,Noord-pins eiken
n12271451,eng-30-12271451-n,Quercus ellipsoidalis,Quercus ellipsoidalis
n12271643,eng-30-12271643-n,red oak,rode eik
n12272239,eng-30-12272239-n,Oregon white oak,Oregon wit eiken
n12272239,eng-30-12272239-n,Oregon oak,Oregon eiken
n12272239,eng-30-12272239-n,Garry oak,Garry eiken
n12272239,eng-30-12272239-n,Quercus garryana,Quercus saccharum
n12272883,eng-30-12272883-n,shingle oak,grind eiken
n12272883,eng-30-12272883-n,laurel oak,laurierboom
n12272883,eng-30-12272883-n,Quercus imbricaria,Quercus imbricaria
n12273114,eng-30-12273114-n,bluejack oak,bluejack eiken
n12273114,eng-30-12273114-n,turkey oak,Moseik
n12273114,eng-30-12273114-n,Quercus incana,Quercus incana
n12273344,eng-30-12273344-n,California black oak,Californië Black Oak
n12273344,eng-30-12273344-n,Quercus kelloggii,Quercus kelloggii
n12273515,eng-30-12273515-n,American turkey oak,American turkey oak
n12273515,eng-30-12273515-n,turkey oak,Moseik
n12273515,eng-30-12273515-n,Quercus laevis,Quercus laevis
n12273768,eng-30-12273768-n,laurel oak,laurierboom
n12273768,eng-30-12273768-n,pin oak,pin eiken
n12273768,eng-30-12273768-n,Quercus laurifolia,Quercus laurifolia
n12273939,eng-30-12273939-n,California white oak,California wit eiken
n12273939,eng-30-12273939-n,valley oak,vallei eiken
n12273939,eng-30-12273939-n,valley white oak,vallei wit eiken
n12273939,eng-30-12273939-n,roble,roble
n12273939,eng-30-12273939-n,Quercus lobata,Quercus lobata
n12274151,eng-30-12274151-n,overcup oak,Overcup eiken
n12274151,eng-30-12274151-n,Quercus lyrata,Quercus lyrata
n12274358,eng-30-12274358-n,bur oak,bur oak
n12274358,eng-30-12274358-n,burr oak,Burr oak
n12274358,eng-30-12274358-n,mossy-cup oak,bemoste cup oak
n12274358,eng-30-12274358-n,mossycup oak,mossycup eiken
n12274358,eng-30-12274358-n,Quercus macrocarpa,Quercus macrocarpa
n12274630,eng-30-12274630-n,scrub oak,scrub eiken
n12275131,eng-30-12275131-n,swamp chestnut oak,moeras kastanje eik
n12275131,eng-30-12275131-n,Quercus michauxii,Quercus michauxii
n12275317,eng-30-12275317-n,Japanese oak,Japanse eik
n12275317,eng-30-12275317-n,Quercus mongolica,Quercus mongolica
n12275317,eng-30-12275317-n,Quercus grosseserrata,Quercus grosseserrata
n12275675,eng-30-12275675-n,chinquapin oak,chinquapin eiken
n12275675,eng-30-12275675-n,chinkapin oak,Chinkapin eiken
n12275675,eng-30-12275675-n,yellow chestnut oak,geel kastanje eik
n12275675,eng-30-12275675-n,Quercus muehlenbergii,Quercus muehlenbergii
n12276110,eng-30-12276110-n,water oak,water eiken
n12276110,eng-30-12276110-n,possum oak,possum eiken
n12276110,eng-30-12276110-n,Quercus nigra,Quercus nigra
n12276477,eng-30-12276477-n,durmast,klipeik
n12276477,eng-30-12276477-n,Quercus petraea,wintereik
n12276477,eng-30-12276477-n,Quercus sessiliflora,Quercus sessiliflora
n12276628,eng-30-12276628-n,basket oak,mand eiken
n12276628,eng-30-12276628-n,cow oak,koe eiken
n12276628,eng-30-12276628-n,Quercus prinus,Quercus prinus
n12276628,eng-30-12276628-n,Quercus montana,Quercus montana
n12276872,eng-30-12276872-n,pin oak,pin eiken
n12276872,eng-30-12276872-n,swamp oak,moeras eiken
n12276872,eng-30-12276872-n,Quercus palustris,Quercus palustris
n12277150,eng-30-12277150-n,willow oak,wilg eiken
n12277150,eng-30-12277150-n,Quercus phellos,Quercus Phellos
n12277578,eng-30-12277578-n,common oak,zomereik
n12277578,eng-30-12277578-n,English oak,Engels eiken
n12277578,eng-30-12277578-n,pedunculate oak,zomereik
n12277578,eng-30-12277578-n,Quercus robur,Quercus robur
n12278371,eng-30-12278371-n,post oak,Post oak
n12278371,eng-30-12278371-n,box white oak,box wit eiken
n12278371,eng-30-12278371-n,brash oak,onbezonnen eiken
n12278371,eng-30-12278371-n,iron oak,ijzer eiken
n12278371,eng-30-12278371-n,Quercus stellata,Quercus stellata
n12278650,eng-30-12278650-n,cork oak,kurkeik
n12278650,eng-30-12278650-n,Quercus suber,kurkeik
n12278865,eng-30-12278865-n,Spanish oak,Spaanse eik
n12278865,eng-30-12278865-n,Quercus texana,Quercus Texana
n12279458,eng-30-12279458-n,black oak,black oak
n12279458,eng-30-12279458-n,yellow oak,geel eiken
n12279458,eng-30-12279458-n,quercitron,quercitron
n12279458,eng-30-12279458-n,quercitron oak,quercitron eiken
n12279458,eng-30-12279458-n,Quercus velutina,Quercus velutina
n12279772,eng-30-12279772-n,southern live oak,zuidelijke levende eiken
n12279772,eng-30-12279772-n,Quercus virginiana,Quercus virginiana
n12280060,eng-30-12280060-n,interior live oak,interieur levende eiken
n12280060,eng-30-12280060-n,Quercus wislizenii,Quercus wislizenii
n12280060,eng-30-12280060-n,Quercus wizlizenii,Quercus wizlizenii
n12281788,eng-30-12281788-n,yellow birch,geel berken
n12281788,eng-30-12281788-n,Betula alleghaniensis,Yellow Birch
n12281788,eng-30-12281788-n,Betula leutea,Betula leutea
n12281974,eng-30-12281974-n,American white birch,Amerikaanse witte berk
n12281974,eng-30-12281974-n,paper birch,papier berk
n12281974,eng-30-12281974-n,paperbark birch,paperbark berk
n12281974,eng-30-12281974-n,canoe birch,kano berk
n12281974,eng-30-12281974-n,Betula cordifolia,Betula cordifolia
n12281974,eng-30-12281974-n,Betula papyrifera,papierberk
n12282235,eng-30-12282235-n,grey birch,grijze berk
n12282235,eng-30-12282235-n,gray birch,grijze berk
n12282235,eng-30-12282235-n,American grey birch,Amerikaanse grijze berk
n12282235,eng-30-12282235-n,American gray birch,Amerikaanse grijze berk
n12282235,eng-30-12282235-n,Betula populifolia,grijze berk
n12282527,eng-30-12282527-n,silver birch,ruwe berk
n12282527,eng-30-12282527-n,common birch,gemeenschappelijke berk
n12282527,eng-30-12282527-n,European white birch,Europese witte berk
n12282527,eng-30-12282527-n,Betula pendula,Ruwe berk
n12282737,eng-30-12282737-n,downy birch,zachte berk
n12282737,eng-30-12282737-n,white birch,witte berk
n12282737,eng-30-12282737-n,Betula pubescens,zachte berk
n12282933,eng-30-12282933-n,black birch,zwarte berk
n12282933,eng-30-12282933-n,river birch,rivier berk
n12282933,eng-30-12282933-n,red birch,rode berk
n12282933,eng-30-12282933-n,Betula nigra,Rode Berk
n12283147,eng-30-12283147-n,sweet birch,zoete berk
n12283147,eng-30-12283147-n,cherry birch,cherry berk
n12283147,eng-30-12283147-n,black birch,zwarte berk
n12283147,eng-30-12283147-n,Betula lenta,suikerberk
n12283542,eng-30-12283542-n,swamp birch,moeras berk
n12283542,eng-30-12283542-n,water birch,water berken
n12283542,eng-30-12283542-n,mountain birch,berg berk
n12283542,eng-30-12283542-n,Western paper birch,Western papier berk
n12283542,eng-30-12283542-n,Western birch,Western berk
n12283542,eng-30-12283542-n,Betula fontinalis,Betula fontinalis
n12284821,eng-30-12284821-n,common alder,gemeenschappelijke els
n12284821,eng-30-12284821-n,European black alder,Europese zwarte els
n12284821,eng-30-12284821-n,Alnus glutinosa,Alnus glutinosa
n12284821,eng-30-12284821-n,Alnus vulgaris,Alnus vulgaris
n12285049,eng-30-12285049-n,grey alder,grijze els
n12285049,eng-30-12285049-n,gray alder,grijze els
n12285049,eng-30-12285049-n,Alnus incana,Witte Els
n12285195,eng-30-12285195-n,seaside alder,seaside els
n12285195,eng-30-12285195-n,Alnus maritima,Alnus maritima
n12285369,eng-30-12285369-n,white alder,witte els
n12285369,eng-30-12285369-n,mountain alder,berg els
n12285369,eng-30-12285369-n,Alnus rhombifolia,Alnus rhombifolia
n12285512,eng-30-12285512-n,red alder,rode els
n12285512,eng-30-12285512-n,Oregon alder,Oregon els
n12285512,eng-30-12285512-n,Alnus rubra,Alnus rubra
n12285900,eng-30-12285900-n,smooth alder,soepele els
n12285900,eng-30-12285900-n,hazel alder,hazelaar els
n12285900,eng-30-12285900-n,Alnus serrulata,Alnus serrulata
n12286197,eng-30-12286197-n,green alder,groene els
n12286197,eng-30-12286197-n,Alnus veridis crispa,Alnus Veridis crispa
n12286197,eng-30-12286197-n,Alnus crispa,Alnus crispa
n12287642,eng-30-12287642-n,hop hornbeam,hop haagbeuk
n12291959,eng-30-12291959-n,prairie gentian,prairie gentiaan
n12291959,eng-30-12291959-n,tulip gentian,tulp gentiaan
n12291959,eng-30-12291959-n,bluebell,klokje
n12291959,eng-30-12291959-n,Eustoma grandiflorum,Eustoma grandiflorum
n12294124,eng-30-12294124-n,gentianella,Gentianella
n12294124,eng-30-12294124-n,Gentiana acaulis,Gentiana acaulis
n12294331,eng-30-12294331-n,closed gentian,gesloten gentiaan
n12294331,eng-30-12294331-n,blind gentian,blind gentiaan
n12294331,eng-30-12294331-n,bottle gentian,fles gentiaan
n12294331,eng-30-12294331-n,Gentiana andrewsii,Gentiana andrewsii
n12294542,eng-30-12294542-n,explorer's gentian,ontdekkingsreiziger gentiaan
n12294542,eng-30-12294542-n,Gentiana calycosa,Gentiana calycosa
n12294723,eng-30-12294723-n,closed gentian,gesloten gentiaan
n12294723,eng-30-12294723-n,blind gentian,blind gentiaan
n12294723,eng-30-12294723-n,Gentiana clausa,Gentiana clausa
n12294871,eng-30-12294871-n,great yellow gentian,grote gele gentiaan
n12294871,eng-30-12294871-n,Gentiana lutea,Gele Gentiaan
n12295033,eng-30-12295033-n,marsh gentian,klokjesgentiaan
n12295033,eng-30-12295033-n,calathian violet,calathian violet
n12295033,eng-30-12295033-n,Gentiana pneumonanthe,klokjesgentiaan
n12295237,eng-30-12295237-n,soapwort gentian,Zeepkruid gentiaan
n12295237,eng-30-12295237-n,Gentiana saponaria,Gentiana saponaria
n12295429,eng-30-12295429-n,striped gentian,gestreepte gentiaan
n12295429,eng-30-12295429-n,Gentiana villosa,Gentiana villosa
n12295796,eng-30-12295796-n,agueweed,agueweed
n12295796,eng-30-12295796-n,ague weed,ague onkruid
n12295796,eng-30-12295796-n,five-flowered gentian,vijf bloemen gentiaan
n12295796,eng-30-12295796-n,stiff gentian,stijve gentiaan
n12295796,eng-30-12295796-n,Gentianella quinquefolia,Gentianella quinquefolia
n12295796,eng-30-12295796-n,Gentiana quinquefolia,Gentiana quinquefolia
n12296045,eng-30-12296045-n,felwort,felwort
n12296045,eng-30-12296045-n,gentianella amarella,slanke gentiaan
n12296432,eng-30-12296432-n,fringed gentian,omzoomde gentiaan
n12297846,eng-30-12297846-n,spurred gentian,aangespoord gentiaan
n12302071,eng-30-12302071-n,fringe tree,franje boom
n12302565,eng-30-12302565-n,forestiera,forestiera
n12303083,eng-30-12303083-n,forsythia,forsythia
n12304115,eng-30-12304115-n,white ash,witte as
n12304115,eng-30-12304115-n,Fraxinus Americana,Fraxinus americana
n12304286,eng-30-12304286-n,swamp ash,moeras as
n12304286,eng-30-12304286-n,Fraxinus caroliniana,Fraxinus caroliniana
n12304703,eng-30-12304703-n,European ash,Europese ash
n12304703,eng-30-12304703-n,common European ash,gemeenschappelijk Europees as
n12304703,eng-30-12304703-n,Fraxinus excelsior,es
n12304899,eng-30-12304899-n,Oregon ash,Oregon as
n12304899,eng-30-12304899-n,Fraxinus latifolia,Fraxinus latifolia
n12304899,eng-30-12304899-n,Fraxinus oregona,Fraxinus oregona
n12305089,eng-30-12305089-n,black ash,zwarte as
n12305089,eng-30-12305089-n,basket ash,mand as
n12305089,eng-30-12305089-n,brown ash,bruin ash
n12305089,eng-30-12305089-n,hoop ash,hoepel as
n12305089,eng-30-12305089-n,Fraxinus nigra,Fraxinus nigra
n12305475,eng-30-12305475-n,red ash,rode as
n12305475,eng-30-12305475-n,downy ash,donzige as
n12305475,eng-30-12305475-n,Fraxinus pennsylvanica,Fraxinus pennsylvanica
n12305819,eng-30-12305819-n,blue ash,blue ash
n12305819,eng-30-12305819-n,Fraxinus quadrangulata,Fraxinus quadrangulata
n12305986,eng-30-12305986-n,mountain ash,Berg as
n12305986,eng-30-12305986-n,Fraxinus texensis,Fraxinus texensis
n12306089,eng-30-12306089-n,pumpkin ash,pompoen as
n12306089,eng-30-12306089-n,Fraxinus tomentosa,Fraxinus tomentosa
n12306270,eng-30-12306270-n,Arizona ash,Arizona as
n12306270,eng-30-12306270-n,Fraxinus velutina,Fraxinus velutina
n12307076,eng-30-12307076-n,winter jasmine,winter jasmijn
n12307076,eng-30-12307076-n,Jasminum nudiflorum,winterjasmijn
n12307240,eng-30-12307240-n,common jasmine,gemeenschappelijke jasmijn
n12307240,eng-30-12307240-n,true jasmine,true jasmijn
n12307240,eng-30-12307240-n,jessamine,jasmijn
n12307240,eng-30-12307240-n,Jasminum officinale,Jasminum officinale
n12312728,eng-30-12312728-n,kangaroo paw,kangoeroepoot
n12312728,eng-30-12312728-n,kangaroo's paw,kangoeroe's poot
n12312728,eng-30-12312728-n,kangaroo's-foot,kangaroo's-foot
n12312728,eng-30-12312728-n,kangaroo-foot plant,kangoeroe-foot fabriek
n12312728,eng-30-12312728-n,Australian sword lily,Australian zwaardlelie
n12312728,eng-30-12312728-n,Anigozanthus manglesii,Anigozanthus manglesii
n12315598,eng-30-12315598-n,winter hazel,winter hazelaar
n12315598,eng-30-12315598-n,flowering hazel,bloeiende hazelaars
n12315999,eng-30-12315999-n,fothergilla,Fothergilla
n12315999,eng-30-12315999-n,witch alder,heks els
n12316444,eng-30-12316444-n,liquidambar,Liquidambar
n12317296,eng-30-12317296-n,iron tree,ijzer boom
n12317296,eng-30-12317296-n,iron-tree,ijzer-tree
n12317296,eng-30-12317296-n,ironwood,ijzerhout
n12317296,eng-30-12317296-n,ironwood tree,ironwoodboom
n12318782,eng-30-12318782-n,California black walnut,California zwarte walnoot
n12318782,eng-30-12318782-n,Juglans californica,Juglans californica
n12318965,eng-30-12318965-n,butternut,butternut
n12318965,eng-30-12318965-n,butternut tree,butternut boom
n12318965,eng-30-12318965-n,white walnut,witte walnoot
n12318965,eng-30-12318965-n,Juglans cinerea,Juglans cinerea
n12319204,eng-30-12319204-n,black walnut,zwarte walnoot
n12319204,eng-30-12319204-n,black walnut tree,zwarte walnoot boom
n12319204,eng-30-12319204-n,black hickory,zwart hickory
n12319204,eng-30-12319204-n,Juglans nigra,Juglans nigra
n12319414,eng-30-12319414-n,English walnut,Engels walnoot
n12319414,eng-30-12319414-n,English walnut tree,Engels notenboom
n12319414,eng-30-12319414-n,Circassian walnut,Circassian walnoot
n12319414,eng-30-12319414-n,Persian walnut,Perzische walnoot
n12319414,eng-30-12319414-n,Juglans regia,Juglans regia
n12320010,eng-30-12320010-n,hickory,hickory
n12320010,eng-30-12320010-n,hickory tree,bitternootboom
n12321077,eng-30-12321077-n,pecan,pecannoot
n12321077,eng-30-12321077-n,pecan tree,Pecan boom
n12321077,eng-30-12321077-n,Carya illinoensis,Carya illinoensis
