key	wordnet_id	synonyms	provenance
n12377198	eng-30-12377198-n	dipterocarp	google_translate
n12381511	eng-30-12381511-n	candlewood	google_translate
n12383737	eng-30-12383737-n	granadilla, paars Granadillo, Passiflora edulis	google_translate
n12383894	eng-30-12383894-n	granadilla, zoete granadilla, Passiflora ligularis	google_translate
n12384037	eng-30-12384037-n	granadilla, markoeza, Passiflora quadrangularis	google_translate
n12384227	eng-30-12384227-n	maypop, Passiflora incarnata	google_translate
n12384375	eng-30-12384375-n	Jamaica kamperfoelie, gele granadilla, Passiflora laurifolia	google_translate
n12384680	eng-30-12384680-n	zoete kalebas, Passiflora maliformis	google_translate
n12384839	eng-30-12384839-n	liefde-in-a-mist, running pop, wild water lemon, Passiflora foetida	google_translate
n12385429	eng-30-12385429-n	reseda	google_translate
n12387633	eng-30-12387633-n	altviool	google_translate
n12387839	eng-30-12387839-n	viool	odwn
n12388143	eng-30-12388143-n	akkerviooltje, viooltje, Akkerviooltje	google_translate
n12388858	eng-30-12388858-n	dog violet, heath violet, hondsviooltje	google_translate
n12388989	eng-30-12388989-n	gehoornde violet, getuft viooltje, hoornviooltje	google_translate
n12389130	eng-30-12389130-n	twee ogen violet, viooltje, Viola ocellata	google_translate
n12389501	eng-30-12389501-n	vogelpootje violet, viooltje violet, Johnny-jump-up, hout violet, Viola pedata	google_translate
n12389727	eng-30-12389727-n	donzig geel violet, Viola pubescens	google_translate
n12389932	eng-30-12389932-n	lange aangespoord violet, Viola rostrata	google_translate
n12390099	eng-30-12390099-n	bleke violet, striped violet, cream violet, Viola striata	google_translate
n12390314	eng-30-12390314-n	hedge violet, hout violet, Viola sylvatica, Viola reichenbachiana	google_translate
n12392070	eng-30-12392070-n	irritant, netel, brandnetel	odwn
n12396924	eng-30-12396924-n	cannabis, hennep, hennepgras	odwn
n12399132	eng-30-12399132-n	moerbeiboom	odwn
n12400489	eng-30-12400489-n	breadfruit, broodboom, Artocarpus communis, Artocarpus altilis	google_translate
n12400720	eng-30-12400720-n	jackfruit, jackfruit boom, Artocarpus heterophyllus	google_translate
n12401335	eng-30-12401335-n	vijgenboom	google_translate
n12401684	eng-30-12401684-n	vijg, vijgeboom, vijgenboom	odwn
n12402051	eng-30-12402051-n	gouden fig, Florida wurgvijg, stranglerfig, wild fig, Ficus aurea	google_translate
n12402348	eng-30-12402348-n	waringin, Banyan Tree, banian, banian boom, Indian banyan, Oost-Indische vijgenboom, Ficus bengalensis	google_translate
n12402596	eng-30-12402596-n	Pipal, Boddhi boom, pipul, peepul, heilige fig, bo boom, Ficus religiosa	google_translate
n12402840	eng-30-12402840-n	ficus	odwn
n12403075	eng-30-12403075-n	fig maretak, maretak rubberplant, Ficus diversifolia, Ficus deltoidea	google_translate
n12403994	eng-30-12403994-n	papiermoerbei, Broussonetia papyrifera	google_translate
n12404729	eng-30-12404729-n	trumpetwood, trompet-wood, trompetboom, slangenhout, imbauba, cecropia peltata	google_translate
n12405714	eng-30-12405714-n	iep, iepeboom, iepenboom, olm	odwn
n12406304	eng-30-12406304-n	gevleugeld iep, vleugel iep, Ulmus alata	google_translate
n12406488	eng-30-12406488-n	Amerikaanse iep, witte iep, water elm, rots iep, Ulmus americana	google_translate
n12406715	eng-30-12406715-n	gladde-leaved elm, Europese veld iep, Ulmus carpinifolia	google_translate
n12406902	eng-30-12406902-n	ceder iep, Ulmus crassifolia	google_translate
n12407079	eng-30-12407079-n	heks iep, Wych elm, Ruwe iep	google_translate
n12407222	eng-30-12407222-n	Nederlandse iep, Hollandse iep	google_translate
n12407545	eng-30-12407545-n	water elm, FLADDERIEP	google_translate
n12407715	eng-30-12407715-n	Chinese iep, Ulmus parvifolia	google_translate
n12407890	eng-30-12407890-n	Engels elm, Europese iep, Ulmus procera	google_translate
n12408077	eng-30-12408077-n	Siberische iep, Chinese iep, dwerg iep, Ulmus pumila	google_translate
n12408280	eng-30-12408280-n	gladde iep, rode iep, Ulmus rubra	google_translate
n12408717	eng-30-12408717-n	iep september, rode iep, Ulmus serotina	google_translate
n12408873	eng-30-12408873-n	rots iep, Ulmus thomasii	google_translate
n12409231	eng-30-12409231-n	netelboom	odwn
n12409470	eng-30-12409470-n	Europese Hackberry, Middellandse hackberry, Celtis australis	google_translate
n12409651	eng-30-12409651-n	American hackberry, zwepenboom	google_translate
n12409840	eng-30-12409840-n	sugarberry, Celtis laevigata	google_translate
n12411461	eng-30-12411461-n	iridaceous fabriek	google_translate
n12412355	eng-30-12412355-n	bebaarde iris	google_translate
n12412606	eng-30-12412606-n	baardeloos iris	google_translate
n12412987	eng-30-12412987-n	orrisroot, lis	google_translate
n12413165	eng-30-12413165-n	dwergiris, Iris cristata	google_translate
n12413301	eng-30-12413301-n	Nederlands iris, Iris filifolia	google_translate
n12413419	eng-30-12413419-n	Florentine iris, lis, Iris germanica florentina, Iris florentina	google_translate
n12413642	eng-30-12413642-n	stinkende iris, gladdon, gladdon iris, stinkende Gladwyn, rosbief fabriek, Iris foetidissima	google_translate
n12413880	eng-30-12413880-n	Duits lis, Iris germanica	google_translate
n12414035	eng-30-12414035-n	Japanse iris, Iris kaempferi	google_translate
n12414159	eng-30-12414159-n	Duits lis, Iris kochii	google_translate
n12414329	eng-30-12414329-n	Dalmatische iris, Iris pallida	google_translate
n12414449	eng-30-12414449-n	Perzische iris, Iris persica	google_translate
n12414818	eng-30-12414818-n	Nederlands iris, Iris tingitana	google_translate
n12414932	eng-30-12414932-n	dwergiris, Vernal iris, Iris verna	google_translate
n12415595	eng-30-12415595-n	Spaanse iris, Xiphium iris, Iris Xiphium	google_translate
n12418507	eng-30-12418507-n	wandflower, Sparaxis tricolor	google_translate
n12419037	eng-30-12419037-n	amaryllis	google_translate
n12420535	eng-30-12420535-n	bloed lelie	google_translate
n12421683	eng-30-12421683-n	gele narcis, narcis, anatto, botergeel	odwn
n12421917	eng-30-12421917-n	jonquille, Narcissus jonquilla	google_translate
n12425281	eng-30-12425281-n	liliaceous fabriek	google_translate
n12426623	eng-30-12426623-n	berg lelie, Lilium auratum	google_translate
n12426749	eng-30-12426749-n	Canada lelie, wild lily, weide lelie, wilde weide lelie, Lilium canadense	google_translate
n12427184	eng-30-12427184-n	tijger Lily, luipaard lelie, grenen lelie, Lilium catesbaei	google_translate
n12427391	eng-30-12427391-n	Columbia tijgerlelie, Oregon lelie, Lilium columbianum	google_translate
n12427566	eng-30-12427566-n	tijger Lily, duivel lelie, kentan, Lilium lancifolium	google_translate
n12427757	eng-30-12427757-n	Pasen lelie, Bermuda lelie, witte trompet lelie, Lilium longiflorum	google_translate
n12427946	eng-30-12427946-n	kust lelie, Lilium maritinum	google_translate
n12428076	eng-30-12428076-n	Turksemutscactus-cap, martagon, Lilium martagon	google_translate
n12428242	eng-30-12428242-n	lelie van Michigan, Lilium michiganense	google_translate
n12428412	eng-30-12428412-n	luipaard lelie, panther lelie, Lilium pardalinum	google_translate
n12428747	eng-30-12428747-n	Turksemutscactus-cap, Turk's cap-lelie, Lilium superbum	google_translate
n12432356	eng-30-12432356-n	wilde prei, Levant knoflook, Kurrat, Allium ampeloprasum	google_translate
n12432574	eng-30-12432574-n	Canada knoflook, weide prei, rose prei, Allium canadense	google_translate
n12434483	eng-30-12434483-n	narcis knoflook, bloeiende ui, Napels knoflook, Allium neopolitanum	google_translate
n12435152	eng-30-12435152-n	bieslook	odwn
n12435649	eng-30-12435649-n	wilde knoflook, hout knoflook, Ramsons, Allium ursinum	google_translate
n12435777	eng-30-12435777-n	knoflook bieslook, Chinese bieslook, Oriental knoflook, Allium tuberosum	google_translate
n12435965	eng-30-12435965-n	-Round headed prei, Allium sphaerocephalum	google_translate
n12436090	eng-30-12436090-n	driehoekige prei, driehoekig prei, Allium triquetrum	google_translate
n12437513	eng-30-12437513-n	kniphofia, Tritoma, vlam bloem, flame-flower, flameflower	google_translate
n12441183	eng-30-12441183-n	asperge	odwn
n12441390	eng-30-12441390-n	asparagus, aster	odwn
n12441958	eng-30-12441958-n	affodil	odwn
n12443323	eng-30-12443323-n	aspidistra, gietijzeren fabriek, bar-room fabriek, aspidistra elatio	google_translate
n12446200	eng-30-12446200-n	mariposa, mariposa tulip, mariposa lily	google_translate
n12446519	eng-30-12446519-n	globe lelie, fee lantaarn	google_translate
n12448700	eng-30-12448700-n	sego lelie, Calochortus nuttallii	google_translate
n12449296	eng-30-12449296-n	camas, camass, quamash, camosh, camash	google_translate
n12450344	eng-30-12450344-n	dogtooth violet, slagtand, dog's-tand paarse	google_translate
n12450607	eng-30-12450607-n	witte dogtooth violet, witte dog's-tand paarse, blonde Lilian, Erythronium albidum	google_translate
n12450840	eng-30-12450840-n	tong gele adder, forellelie, amberbell, Erythronium americanum	google_translate
n12451070	eng-30-12451070-n	Europese dogtooth, Erythronium dens-canis	google_translate
n12451240	eng-30-12451240-n	fawn lelie, Erythronium californicum	google_translate
n12451399	eng-30-12451399-n	gletsjer lelie, sneeuw lelie, Erythronium grandiflorum	google_translate
n12451566	eng-30-12451566-n	lawine lelie, Erythronium montanum	google_translate
n12451915	eng-30-12451915-n	fritillary, geruite lelie	google_translate
n12452256	eng-30-12452256-n	missie klokken, rice-grain parelmoervlinder, Fritillaria affinis, Fritillaria lanceolata, Fritillaria mutica	google_translate
n12452480	eng-30-12452480-n	missie klokken, black fritillary, Fritillaria biflora	google_translate
n12452836	eng-30-12452836-n	kroon imperial, Fritillaria imperialis	google_translate
n12453186	eng-30-12453186-n	slang het hoofd fritillary, guinea-hen flower, geruite narcis, leper lelie, Fritillaria meleagris	google_translate
n12453714	eng-30-12453714-n	adobe lelie, roze fritillary, Fritillaria pluriflora	google_translate
n12454159	eng-30-12454159-n	tulp	odwn
n12454436	eng-30-12454436-n	dwerg tulp, Tulipa armena, Tulipa suaveolens	google_translate
n12454556	eng-30-12454556-n	lady tulp, kandelaar tulp, Tulipa clusiana	google_translate
n12454705	eng-30-12454705-n	Tulipa gesneriana	google_translate
n12454793	eng-30-12454793-n	cottage tulp	google_translate
n12454949	eng-30-12454949-n	Darwin tulp	google_translate
n12455950	eng-30-12455950-n	gloriosa, glorie lelie, klimmen lelie, kruipend lelie, klimlelie	google_translate
n12459629	eng-30-12459629-n	ster van Bethlehem	google_translate
n12460697	eng-30-12460697-n	druif	google_translate
n12460957	eng-30-12460957-n	gemeenschappelijke druivenhyacint, Muscari neglectum	google_translate
n12461109	eng-30-12461109-n	kwastje hyacint, Muscari comosum	google_translate
n12461466	eng-30-12461466-n	scilla, zeeajuin	google_translate
n12462032	eng-30-12462032-n	valse affodil	google_translate
n12463134	eng-30-12463134-n	De bezem van de slager, Ruscus aculeatus	google_translate
n12463743	eng-30-12463743-n	beenbreek	google_translate
n12464476	eng-30-12464476-n	nieskruid, valse nieskruid	google_translate
n12465557	eng-30-12465557-n	squaw gras, bear grass, xerophyllum tenax	google_translate
n12466727	eng-30-12466727-n	dood camas, zigadene	google_translate
n12469517	eng-30-12469517-n	kruid Paris, Paris quadrifolia	google_translate
n12470092	eng-30-12470092-n	sarsaparilla	google_translate
n12472024	eng-30-12472024-n	Clintonia, Clinton lelie	google_translate
n12473608	eng-30-12473608-n	false meiklokje, Maianthemum canadense	google_translate
n12473840	eng-30-12473840-n	false meiklokje, Dalkruid	google_translate
n12474167	eng-30-12474167-n	Salomonszegel	google_translate
n12475035	eng-30-12475035-n	jeugdzonde	odwn
n12475774	eng-30-12475774-n	pia, Indische arrowroot, Tacca leontopetaloides, Tacca pinnatifida	google_translate
n12477163	eng-30-12477163-n	Amerikaanse agave, Agave americana	google_translate
n12477401	eng-30-12477401-n	sisal, Agave sisalana	google_translate
n12477583	eng-30-12477583-n	maguey, cantala, Agave cantala	google_translate
n12477747	eng-30-12477747-n	maguey, Agave atrovirens	google_translate
n12477983	eng-30-12477983-n	Agave tequilana	google_translate
n12478768	eng-30-12478768-n	kool-boom, grasboom, Cordyline australis	google_translate
n12479537	eng-30-12479537-n	dracaena	google_translate
n12480456	eng-30-12480456-n	tuberoos	odwn
n12480895	eng-30-12480895-n	Sansevieria, bowstring hennep	google_translate
n12482437	eng-30-12482437-n	Spaanse bajonet, Yucca aloifolia	google_translate
n12482668	eng-30-12482668-n	Spaanse bajonet, Yucca baccata	google_translate
n12482893	eng-30-12482893-n	Joshua boom, Yucca brevifolia	google_translate
n12483427	eng-30-12483427-n	naald Adam's, Adams naald-en-draad, spoonleaf yucca, naald palm, Yucca filamentosa	google_translate
n12483625	eng-30-12483625-n	bear grass, Yucca glauca	google_translate
n12483841	eng-30-12483841-n	Spaanse dolk, Yucca gloriosa	google_translate
n12484244	eng-30-12484244-n	Onze kaars Heer, Yucca whipplei	google_translate
n12484784	eng-30-12484784-n	water klaver, waterdrieblad, Bogbean, gagel, moeras klaverblad, Menyanthes trifoliata	google_translate
n12485653	eng-30-12485653-n	vlinderstruik, buddleia	google_translate
n12485981	eng-30-12485981-n	gele jasmijn, gele jessamine, Carolina jasmijn, avond trompet bloem, Gelsemium sempervirens	google_translate
n12486574	eng-30-12486574-n	vlas	odwn
n12488454	eng-30-12488454-n	bonduc, bonduc boom, Caesalpinia bonduc, Caesalpinia bonducella	google_translate
n12488709	eng-30-12488709-n	divi-divi, Dividivi	google_translate
n12491017	eng-30-12491017-n	mountain ebony, orchidee boom, Bauhinia variegata	google_translate
n12491826	eng-30-12491826-n	cassia	google_translate
n12493208	eng-30-12493208-n	johannesbroodboom	odwn
n12493426	eng-30-12493426-n	johannesbrood, johannesbroodpitmeel, algarroba bean, algarroba, locust bean, sprinkhaan pod	google_translate
n12493868	eng-30-12493868-n	Paloverde	google_translate
n12494794	eng-30-12494794-n	koninklijke poinciana, flamboyante, vlam boom, pauw bloem, flamboyant, Poinciana regia	google_translate
n12495146	eng-30-12495146-n	broodboom, sprinkhaan	google_translate
n12495895	eng-30-12495895-n	honing locust, Gleditsia triacanthos	google_translate
n12496427	eng-30-12496427-n	Doodsbeenderenboom, bonduc, chicot, Gymnocladus dioica	google_translate
n12497669	eng-30-12497669-n	doorn Jeruzalem, paardenboon, Parkinsonia aculeata	google_translate
n12498055	eng-30-12498055-n	Palo Verde, Parkinsonia florida, Cercidium floridum	google_translate
n12499163	eng-30-12499163-n	senebladeren	odwn
n12500309	eng-30-12500309-n	wild senna, Senna Marilandica, Cassia Marilandica	google_translate
n12500518	eng-30-12500518-n	sikkelvormige, Senna obtusifolia, Cassia tora	google_translate
n12501202	eng-30-12501202-n	tamarinde	odwn
n12506181	eng-30-12506181-n	angelim, andelmin	google_translate
n12506991	eng-30-12506991-n	nier wikke, wondklaver	google_translate
n12507823	eng-30-12507823-n	rooibos, Aspalathus linearis, Aspalathus cedcarbergensis	google_translate
n12508309	eng-30-12508309-n	melk wikke, hokjespeul	odwn
n12509476	eng-30-12509476-n	wilde indigo, valse indigo	google_translate
n12510343	eng-30-12510343-n	Dhak, dak, palas, Butea frondosa, Butea monosperma	google_translate
n12511856	eng-30-12511856-n	erwt boom, Caragana	google_translate
n12512674	eng-30-12512674-n	Moreton Bay kastanje, Australian kastanje	google_translate
n12513172	eng-30-12513172-n	vlinder erwt, Centrosema virginianum	google_translate
n12513613	eng-30-12513613-n	judasboom, structuur van de liefde, Circis siliquastrum	google_translate
n12513933	eng-30-12513933-n	redbud, Cercis canadensis	google_translate
n12514138	eng-30-12514138-n	westerse redbud, Californië redbud, Cercis occidentalis	google_translate
n12515711	eng-30-12515711-n	kikkererwt	odwn
n12515925	eng-30-12515925-n	kikkererwt	odwn
n12516584	eng-30-12516584-n	glorie erwt, clianthus	google_translate
n12517445	eng-30-12517445-n	vlinder erwt, Clitoria mariana	google_translate
n12517642	eng-30-12517642-n	blauw erwt, vlinder erwt, Clitoria turnatea	google_translate
n12519563	eng-30-12519563-n	crotalaria, rattlebox	google_translate
n12522188	eng-30-12522188-n	palissander	odwn
n12522894	eng-30-12522894-n	sissoo, sissu, sisham, Dalbergia sissoo	google_translate
n12524188	eng-30-12524188-n	zwart hout, blackwood boom	google_translate
n12526516	eng-30-12526516-n	tick klaverblad, bedelaar luizen, bedelaar luizen	google_translate
n12527738	eng-30-12527738-n	koraalboom, erythrina	google_translate
n12528382	eng-30-12528382-n	koraal boon boom, Erythrina Corallodendrum	google_translate
n12528549	eng-30-12528549-n	ceibo, huilebalk boom, huilebalk boom, gemeenschappelijke koraal boom, Erythrina crista-galli	google_translate
n12528974	eng-30-12528974-n	Indian koraalboom, variegata Erythrina, Erythrina Indica	google_translate
n12529220	eng-30-12529220-n	kurkboom, Erythrina vespertilio	google_translate
n12529500	eng-30-12529500-n	galigaan	odwn
n12532564	eng-30-12532564-n	sojasaus, soja, soja Boon	google_translate
n12534862	eng-30-12534862-n	Frans kamperfoelie, sulla, Hedysarum coronarium	google_translate
n12539074	eng-30-12539074-n	vetchling	google_translate
n12539306	eng-30-12539306-n	wilde erwt	google_translate
n12539832	eng-30-12539832-n	eeuwigdurend erwt	google_translate
n12544240	eng-30-12544240-n	linze	odwn
n12544539	eng-30-12544539-n	linze	google_translate
n12545232	eng-30-12545232-n	prairie vanuit de lucht voetklaver, kompas fabriek, prairie lotus, prairie klaverblad, Lotus americanus	google_translate
n12545635	eng-30-12545635-n	bird's voetklaver, bird's foot klaver, slippers baby's, spek en eieren, Lotus corniculatus	google_translate
n12546183	eng-30-12546183-n	lupine	odwn
n12546617	eng-30-12546617-n	tree lupine, Lupinus arboreus	google_translate
n12546962	eng-30-12546962-n	wilde lupine, zonnewijzer lupine, Indian biet, motorkap oud-dienstbode, Lupinus perennis	google_translate
n12547215	eng-30-12547215-n	bluebonnet, buffel klaver, Texas bluebonnet, Lupinus subcarnosus	google_translate
n12547503	eng-30-12547503-n	Texas bluebonnet, Lupinus texensis	google_translate
n12548280	eng-30-12548280-n	medisch, hopperupsklaver, klaverblad	google_translate
n12551457	eng-30-12551457-n	Peruaanse balsem, Myroxylon pereirae, Myroxylon balsamum pereirae	google_translate
n12552309	eng-30-12552309-n	esparcette, sanfoin, heilige klaver, esparcet, Onobrychis viciifolia, Onobrychis viciaefolia	google_translate
n12552893	eng-30-12552893-n	restharrow, rest-eg, Ononis repens	google_translate
n12554526	eng-30-12554526-n	locoweed, crazyweed, crazy wiet	google_translate
n12554911	eng-30-12554911-n	steppenroller	odwn
n12555255	eng-30-12555255-n	Yam boon, yamboon	google_translate
n12560282	eng-30-12560282-n	erwt	google_translate
n12562577	eng-30-12562577-n	Quira	google_translate
n12564083	eng-30-12564083-n	vleugelboon, gevleugelde erwt, goa bean, goa bean vine, Manila bean, Psophocarpus tetragonolobus	google_translate
n12566331	eng-30-12566331-n	rood sandelhout, rode schuurmachines, rood sanderswood, rode Saunders, Pterocarpus santalinus	google_translate
n12566954	eng-30-12566954-n	kudzu, kudzuwijnstok, Pueraria lobata	google_translate
n12567950	eng-30-12567950-n	borstelige sprinkhaan, steeg acacia, mos sprinkhaan, Robinia hispida	google_translate
n12568186	eng-30-12568186-n	acacia, geel sprinkhaan, Robinia pseudoacacia	google_translate
n12570394	eng-30-12570394-n	Japanse pagode boom, Chinese scholartree, Chinese geleerde boom, Sophora, Sophora sinensis	google_translate
n12570703	eng-30-12570703-n	mescal bean, koraal boon, Frijolito, frijolillo, sophora secundiflora	google_translate
n12570972	eng-30-12570972-n	Kowhai, Sophora tetraptera	google_translate
n12571781	eng-30-12571781-n	jade vine, emerald klimplant, Strongylodon macrobotrys	google_translate
n12572546	eng-30-12572546-n	grauwe erwten	google_translate
n12573256	eng-30-12573256-n	bush erwt	google_translate
n12574320	eng-30-12574320-n	bird's voetklaver, Trigonella ornithopodioides	google_translate
n12574866	eng-30-12574866-n	brem, doornstruik, duindoorn, gaspeldoorn	odwn
n12575322	eng-30-12575322-n	wikke	odwn
n12576323	eng-30-12576323-n	tuinboon, tuinboon, paardenboon	google_translate
n12577895	eng-30-12577895-n	snailflower, snail-bloem, slak bloem, snail bean, kurkentrekker bloem, Vigna caracalla, Phaseolus caracalla	google_translate
n12578626	eng-30-12578626-n	cowpea, cowpea fabriek, Black-Eyed erwten, Vigna unguiculata, Vigna sinensis	google_translate
n12578916	eng-30-12578916-n	cowpea, Black-Eyed erwten	google_translate
n12579038	eng-30-12579038-n	asperge boon, yard-long bean, Vigna unguiculata sesquipedalis, Vigna sesquipedalis	google_translate
n12582231	eng-30-12582231-n	palm, palmboom	odwn
n12582665	eng-30-12582665-n	sagopalm	google_translate
n12582846	eng-30-12582846-n	feather palm	google_translate
n12583126	eng-30-12583126-n	waaierpalm	google_translate
n12583401	eng-30-12583401-n	Palmetto	odwn
n12583855	eng-30-12583855-n	grugru, gri-gri, grugru palm, Macamba, coyolpalm	google_translate
n12584191	eng-30-12584191-n	areca	google_translate
n12585629	eng-30-12585629-n	palmyra, palmyra palm, grog palm, wijn palm, lontar, LONGAR palm, Borassus flabellifer	google_translate
n12586298	eng-30-12586298-n	kalmoes	google_translate
n12586989	eng-30-12586989-n	fishtail palm	google_translate
n12587487	eng-30-12587487-n	waspalm, Ceroxylon andicola, Ceroxylon alpinum	google_translate
n12587803	eng-30-12587803-n	kokosnoot, klapper, klapperboom, kokosboom, kokospalm	odwn
n12588320	eng-30-12588320-n	carnaubawas	odwn
n12588780	eng-30-12588780-n	caranday, Caranda, Caranda palm, waspalm, Copernicia australis, Copernicia alba	google_translate
n12589841	eng-30-12589841-n	Talipot, Talipot palm, parasolwaaierpalm	google_translate
n12590232	eng-30-12590232-n	oliepalme	odwn
n12591017	eng-30-12591017-n	koolpalm, Euterpe oleracea	google_translate
n12591351	eng-30-12591351-n	koolpalm, kool-boom, Livistona australis	google_translate
n12593122	eng-30-12593122-n	cohune palm, Orbignya cohune, cohune	google_translate
n12593994	eng-30-12593994-n	dadel, dadelpalm	odwn
n12594324	eng-30-12594324-n	ivoorpalm, ivoorkleurige noot palm, ivoor fabriek, Phytelephas macrocarpa	google_translate
n12594989	eng-30-12594989-n	Raphia, raffia farinifera, raffia Ruffia	google_translate
n12595964	eng-30-12595964-n	lady palm	google_translate
n12596709	eng-30-12596709-n	royal palm, Roystonea regia	google_translate
n12596849	eng-30-12596849-n	koolpalm, Roystonea oleracea	google_translate
n12597466	eng-30-12597466-n	zaagpalmetto, scrub palmetto, Serenoa repens	google_translate
n12597798	eng-30-12597798-n	thatch palm, rieten boom, zilver riet, bezem palm, Thrinax parviflora	google_translate
n12598027	eng-30-12598027-n	key palm, Silvertop palmetto, zilver riet, Thrinax microcarpa, Thrinax morrisii, Thrinax keyensis	google_translate
n12602262	eng-30-12602262-n	eriogonum	google_translate
n12602980	eng-30-12602980-n	rabarber	odwn
n12606438	eng-30-12606438-n	Commelina	google_translate
n12606545	eng-30-12606545-n	spiderwort, dayflower	google_translate
n12607456	eng-30-12607456-n	ananas	odwn
n12610328	eng-30-12610328-n	waterhyacint	odwn
n12612170	eng-30-12612170-n	waterweegbree, Grote waterweegbree	google_translate
n12613706	eng-30-12613706-n	Hydrilla, Hydrilla verticillata	google_translate
n12614477	eng-30-12614477-n	waterpest	google_translate
n12615232	eng-30-12615232-n	zeegras	odwn
n12615710	eng-30-12615710-n	fonteinkruid	google_translate
n12617559	eng-30-12617559-n	arrow gras, schorrenzoutgras	google_translate
n12618727	eng-30-12618727-n	groot zeegras, zeegras	odwn
n12620196	eng-30-12620196-n	roos	odwn
n12620546	eng-30-12620546-n	bottel, rozebottel, rozenbottel	odwn
n12620969	eng-30-12620969-n	banksia nam toe, Rosa banksia	google_translate
n12621410	eng-30-12621410-n	damast rose, zomer damast rose, Rosa damascena	google_translate
n12621945	eng-30-12621945-n	Cherokee roos, Rosa laevigata	google_translate
n12622297	eng-30-12622297-n	muskesrose, Rosa moschata	google_translate
n12622875	eng-30-12622875-n	agrimonie	odwn
n12624381	eng-30-12624381-n	bloeiend kweepeer	google_translate
n12625003	eng-30-12625003-n	coco pruim, coco pruimenboom, cacao pruim, icaco, ikakopruim	google_translate
n12625383	eng-30-12625383-n	Cotoneaster	google_translate
n12628986	eng-30-12628986-n	kwee, kweeappel, kweepeer	odwn
n12629305	eng-30-12629305-n	mountain avens, zilverkruid	google_translate
n12629666	eng-30-12629666-n	loquat, loquat boom, Japanse mispel, Japanse pruim, Eriobotrya japonica	google_translate
n12631331	eng-30-12631331-n	nagelkruid	odwn
n12633638	eng-30-12633638-n	appelboom	odwn
n12633994	eng-30-12633994-n	appelhout, appel, appelboom	odwn
n12634211	eng-30-12634211-n	wilde appel, krab appel, crabapple	google_translate
n12634429	eng-30-12634429-n	krab appel, crabapple, gecultiveerd krabappel	google_translate
n12634986	eng-30-12634986-n	wild krab, wilde appel	google_translate
n12635744	eng-30-12635744-n	Iowa krab, Iowa krabappel, prairie krab, westelijke wilde appel, Malus ioensis	google_translate
n12636224	eng-30-12636224-n	mispel, mispelboom, mispel	google_translate
n12636885	eng-30-12636885-n	vijftigerkruid, handvormig	google_translate
n12638218	eng-30-12638218-n	pruim, pruimelaar, pruimenboom	odwn
n12638556	eng-30-12638556-n	wilde pruim, wilde pruimenboom	google_translate
n12639584	eng-30-12639584-n	gemeenschappelijke pruim, Prunus domestica	google_translate
n12639736	eng-30-12639736-n	bullace, Prunus insititia	google_translate
n12640284	eng-30-12640284-n	Canada pruim, Prunus nigra	google_translate
n12640607	eng-30-12640607-n	abrikoos, abrikozen boom	google_translate
n12641413	eng-30-12641413-n	kers, kerselaar, kersenboom	odwn
n12641931	eng-30-12641931-n	wilde kers, wilde kersenboom	google_translate
n12642090	eng-30-12642090-n	wilde kers	google_translate
n12642200	eng-30-12642200-n	zoete kers, Prunus avium	google_translate
n12642964	eng-30-12642964-n	capulin, capulin boom, Prunus Capuli	google_translate
n12643113	eng-30-12643113-n	laurierkers, laurier cherry, mock oranje, wild oranje, Prunus caroliniana	google_translate
n12643313	eng-30-12643313-n	Kerspruim, myrobalan, myrobalan pruim, Prunus cerasifera	google_translate
n12643473	eng-30-12643473-n	kriek, morel, zure kers	odwn
n12644902	eng-30-12644902-n	Amandelboom	google_translate
n12645174	eng-30-12645174-n	amandel, zoete amandel, Prunus dulcis, Prunus amygdalus, Amygdalus communis	google_translate
n12646197	eng-30-12646197-n	dwerg bloeiende amandel, Prunus glandulosa	google_translate
n12646605	eng-30-12646605-n	fuji, fuji cherry, Prunus incisa	google_translate
n12646740	eng-30-12646740-n	bloeiende amandel, oosterse bush kers, Prunus japonica	google_translate
n12647376	eng-30-12647376-n	vogelkers, kersenboom vogel	google_translate
n12648045	eng-30-12648045-n	perzikboom, perzik	odwn
n12648196	eng-30-12648196-n	nectarine	odwn
n12648888	eng-30-12648888-n	zwarte kers, black cherry tree, vogelkers, Prunus serotina	google_translate
n12649065	eng-30-12649065-n	sierkers	google_translate
n12649317	eng-30-12649317-n	oosterse cherry, Japanse kers, Japanse sierkers, Prunus serrulata	google_translate
n12649539	eng-30-12649539-n	Japanse sierkers, Prunus sieboldii	google_translate
n12649866	eng-30-12649866-n	Sierra pruim, Pacific pruim, Prunus subcordata	google_translate
n12650038	eng-30-12650038-n	rosebud cherry, winter sierkers, Prunus subhirtella	google_translate
n12650229	eng-30-12650229-n	Russische amandel, dwerg Russische amandel, Prunus tenella	google_translate
n12650379	eng-30-12650379-n	bloeiende amandel, Prunus triloba	google_translate
n12650556	eng-30-12650556-n	chokecherry, chokecherry boom, Prunus virginiana	google_translate
n12650805	eng-30-12650805-n	chokecherry	google_translate
n12651229	eng-30-12651229-n	Pyracantha, pyracanth, brand doorn, Vuurdoorn	google_translate
n12651611	eng-30-12651611-n	peer, pereboom, perelaar, perenboom	odwn
n12651821	eng-30-12651821-n	fruitboom	odwn
n12655869	eng-30-12655869-n	framboos	odwn
n12656685	eng-30-12656685-n	zwarte framboos, blackcap, blackcap framboos, thimbleberry, Rubus occidentalis	google_translate
