original	pos	offset	synset_name	lemma
n12276477	n	12276477	durmast.n.01	durmast
n12276628	n	12276628	basket_oak.n.01	basket_oak
n12276872	n	12276872	pin_oak.n.01	pin_oak
n12277150	n	12277150	willow_oak.n.01	willow_oak
n12277578	n	12277578	common_oak.n.01	common_oak
n12278371	n	12278371	post_oak.n.01	post_oak
n12278650	n	12278650	cork_oak.n.01	cork_oak
n12278865	n	12278865	spanish_oak.n.01	Spanish_oak
n12279458	n	12279458	black_oak.n.01	black_oak
n12279772	n	12279772	southern_live_oak.n.01	southern_live_oak
n12280060	n	12280060	interior_live_oak.n.01	interior_live_oak
n12281241	n	12281241	birch.n.02	birch
n12281788	n	12281788	yellow_birch.n.01	yellow_birch
n12281974	n	12281974	american_white_birch.n.01	American_white_birch
n12282235	n	12282235	grey_birch.n.01	grey_birch
n12282527	n	12282527	silver_birch.n.01	silver_birch
n12282737	n	12282737	downy_birch.n.01	downy_birch
n12282933	n	12282933	black_birch.n.02	black_birch
n12283147	n	12283147	sweet_birch.n.01	sweet_birch
n12283542	n	12283542	swamp_birch.n.01	swamp_birch
n12284262	n	12284262	alder.n.02	alder
n12284821	n	12284821	common_alder.n.01	common_alder
n12285049	n	12285049	grey_alder.n.01	grey_alder
n12285195	n	12285195	seaside_alder.n.01	seaside_alder
n12285369	n	12285369	white_alder.n.01	white_alder
n12285512	n	12285512	red_alder.n.01	red_alder
n12285900	n	12285900	smooth_alder.n.01	smooth_alder
n12286197	n	12286197	green_alder.n.01	green_alder
n12286826	n	12286826	hornbeam.n.01	hornbeam
n12287642	n	12287642	hop_hornbeam.n.01	hop_hornbeam
n12288823	n	12288823	hazelnut.n.01	hazelnut
n12290748	n	12290748	centaury.n.01	centaury
n12291959	n	12291959	prairie_gentian.n.01	prairie_gentian
n12293723	n	12293723	gentian.n.01	gentian
n12294124	n	12294124	gentianella.n.02	gentianella
n12294331	n	12294331	closed_gentian.n.02	closed_gentian
n12294542	n	12294542	explorer's_gentian.n.01	explorer's_gentian
n12294723	n	12294723	closed_gentian.n.01	closed_gentian
n12294871	n	12294871	great_yellow_gentian.n.01	great_yellow_gentian
n12295033	n	12295033	marsh_gentian.n.01	marsh_gentian
n12295237	n	12295237	soapwort_gentian.n.01	soapwort_gentian
n12295429	n	12295429	striped_gentian.n.01	striped_gentian
n12295796	n	12295796	agueweed.n.01	agueweed
n12296045	n	12296045	felwort.n.01	felwort
n12296432	n	12296432	fringed_gentian.n.01	fringed_gentian
n12297846	n	12297846	spurred_gentian.n.01	spurred_gentian
n12300840	n	12300840	olive_tree.n.01	olive_tree
n12301445	n	12301445	olive.n.01	olive
n12302071	n	12302071	fringe_tree.n.01	fringe_tree
n12302565	n	12302565	forestiera.n.01	forestiera
n12303083	n	12303083	forsythia.n.01	forsythia
n12303462	n	12303462	ash.n.02	ash
n12304115	n	12304115	white_ash.n.02	white_ash
n12304286	n	12304286	swamp_ash.n.01	swamp_ash
n12304703	n	12304703	european_ash.n.01	European_ash
n12304899	n	12304899	oregon_ash.n.01	Oregon_ash
n12305089	n	12305089	black_ash.n.01	black_ash
n12305293	n	12305293	manna_ash.n.01	manna_ash
n12305475	n	12305475	red_ash.n.01	red_ash
n12305819	n	12305819	blue_ash.n.01	blue_ash
n12305986	n	12305986	mountain_ash.n.03	mountain_ash
n12306089	n	12306089	pumpkin_ash.n.01	pumpkin_ash
n12306270	n	12306270	arizona_ash.n.01	Arizona_ash
n12306717	n	12306717	jasmine.n.01	jasmine
n12307076	n	12307076	winter_jasmine.n.01	winter_jasmine
n12307240	n	12307240	common_jasmine.n.01	common_jasmine
n12307756	n	12307756	privet.n.01	privet
n12310349	n	12310349	lilac.n.01	lilac
n12312728	n	12312728	kangaroo_paw.n.01	kangaroo_paw
n12315598	n	12315598	winter_hazel.n.01	winter_hazel
n12315999	n	12315999	fothergilla.n.01	fothergilla
n12316444	n	12316444	liquidambar.n.02	liquidambar
n12317296	n	12317296	iron_tree.n.01	iron_tree
n12318378	n	12318378	walnut.n.03	walnut
n12318782	n	12318782	california_black_walnut.n.01	California_black_walnut
n12318965	n	12318965	butternut.n.01	butternut
n12319204	n	12319204	black_walnut.n.01	black_walnut
n12319414	n	12319414	english_walnut.n.01	English_walnut
n12320010	n	12320010	hickory.n.02	hickory
n12321077	n	12321077	pecan.n.02	pecan
n12322501	n	12322501	wing_nut.n.01	wing_nut
n12324388	n	12324388	bush_willow.n.02	bush_willow
n12325234	n	12325234	white_mangrove.n.02	white_mangrove
n12327846	n	12327846	brazil_nut.n.01	brazil_nut
n12328398	n	12328398	loosestrife.n.01	loosestrife
n12328567	n	12328567	purple_loosestrife.n.01	purple_loosestrife
n12329260	n	12329260	crape_myrtle.n.01	crape_myrtle
n12329473	n	12329473	queen's_crape_myrtle.n.01	Queen's_crape_myrtle
n12330469	n	12330469	myrtle.n.02	myrtle
n12330891	n	12330891	bayberry.n.01	bayberry
n12331655	n	12331655	sour_cherry.n.02	sour_cherry
n12332030	n	12332030	surinam_cherry.n.02	Surinam_cherry
n12332555	n	12332555	feijoa.n.01	feijoa
n12333053	n	12333053	jaboticaba.n.01	jaboticaba
n12333530	n	12333530	guava.n.02	guava
n12333771	n	12333771	guava.n.01	guava
n12333961	n	12333961	cattley_guava.n.01	cattley_guava
n12334293	n	12334293	gum_tree.n.01	gum_tree
n12334891	n	12334891	eucalyptus.n.02	eucalyptus
n12335483	n	12335483	flooded_gum.n.01	flooded_gum
n12335664	n	12335664	mallee.n.01	mallee
n12336092	n	12336092	red_gum.n.03	red_gum
n12336224	n	12336224	red_gum.n.02	red_gum
n12336333	n	12336333	river_red_gum.n.01	river_red_gum
n12336727	n	12336727	snow_gum.n.01	snow_gum
n12336973	n	12336973	alpine_ash.n.01	alpine_ash
n12337391	n	12337391	white_mountain_ash.n.01	white_mountain_ash
n12337617	n	12337617	blue_gum.n.01	blue_gum
n12338146	n	12338146	spotted_gum.n.01	spotted_gum
n12338258	n	12338258	lemon-scented_gum.n.01	lemon-scented_gum
n12338796	n	12338796	mountain_ash.n.02	mountain_ash
n12338979	n	12338979	manna_gum.n.01	manna_gum
n12340383	n	12340383	tupelo.n.02	tupelo
n12341542	n	12341542	enchanter's_nightshade.n.01	enchanter's_nightshade
n12342299	n	12342299	willowherb.n.01	willowherb
n12343480	n	12343480	fuchsia.n.01	fuchsia
n12344283	n	12344283	evening_primrose.n.01	evening_primrose
n12344483	n	12344483	common_evening_primrose.n.01	common_evening_primrose
n12344700	n	12344700	sundrops.n.01	sundrops
n12344837	n	12344837	missouri_primrose.n.01	Missouri_primrose
n12345280	n	12345280	pomegranate.n.01	pomegranate
n12345899	n	12345899	mangrove.n.01	mangrove
n12346578	n	12346578	daphne.n.01	daphne
n12349711	n	12349711	medinilla_magnifica.n.01	Medinilla_magnifica
n12350032	n	12350032	deer_grass.n.01	deer_grass
n12350758	n	12350758	canna.n.01	canna
n12352287	n	12352287	banana.n.01	banana
n12352639	n	12352639	dwarf_banana.n.01	dwarf_banana
n12352844	n	12352844	japanese_banana.n.01	Japanese_banana
n12352990	n	12352990	plantain.n.02	plantain
n12353203	n	12353203	edible_banana.n.01	edible_banana
n12353431	n	12353431	abaca.n.02	abaca
n12353754	n	12353754	abyssinian_banana.n.01	Abyssinian_banana
n12356023	n	12356023	common_ginger.n.01	common_ginger
n12356960	n	12356960	galangal.n.01	galangal
n12357485	n	12357485	shellflower.n.02	shellflower
n12357968	n	12357968	grains_of_paradise.n.01	grains_of_paradise
n12358293	n	12358293	cardamom.n.01	cardamom
n12360108	n	12360108	begonia.n.01	begonia
n12360684	n	12360684	tuberous_begonia.n.01	tuberous_begonia
n12360958	n	12360958	christmas_begonia.n.01	Christmas_begonia
n12361135	n	12361135	angel-wing_begonia.n.01	angel-wing_begonia
n12361946	n	12361946	rex_begonia.n.01	rex_begonia
n12362274	n	12362274	wax_begonia.n.01	wax_begonia
n12363301	n	12363301	dillenia.n.01	dillenia
n12364604	n	12364604	poon.n.02	poon
n12364940	n	12364940	calaba.n.01	calaba
n12365285	n	12365285	laurelwood.n.01	laurelwood
n12365900	n	12365900	clusia.n.01	clusia
n12366870	n	12366870	gamboge_tree.n.01	gamboge_tree
n12367611	n	12367611	st_john's_wort.n.01	St_John's_wort
n12368028	n	12368028	common_st_john's_wort.n.01	common_St_John's_wort
n12368257	n	12368257	great_st_john's_wort.n.01	great_St_John's_wort
n12368451	n	12368451	creeping_st_john's_wort.n.01	creeping_St_John's_wort
n12369309	n	12369309	klammath_weed.n.01	klammath_weed
n12369476	n	12369476	shrubby_st_john's_wort.n.01	shrubby_St_John's_wort
n12369665	n	12369665	st_peter's_wort.n.01	St_Peter's_wort
n12369845	n	12369845	marsh_st-john's_wort.n.01	marsh_St-John's_wort
n12370174	n	12370174	mammee_apple.n.01	mammee_apple
n12371202	n	12371202	bower_actinidia.n.01	bower_actinidia
n12371439	n	12371439	chinese_gooseberry.n.01	Chinese_gooseberry
n12373100	n	12373100	papaya.n.01	papaya
n12374418	n	12374418	rockrose.n.02	rockrose
n12377198	n	12377198	dipterocarp.n.01	dipterocarp
n12381511	n	12381511	candlewood.n.01	candlewood
n12383737	n	12383737	granadilla.n.03	granadilla
n12383894	n	12383894	granadilla.n.02	granadilla
n12384037	n	12384037	granadilla.n.01	granadilla
n12384227	n	12384227	maypop.n.01	maypop
n12384375	n	12384375	jamaica_honeysuckle.n.01	Jamaica_honeysuckle
n12384680	n	12384680	sweet_calabash.n.01	sweet_calabash
n12384839	n	12384839	love-in-a-mist.n.01	love-in-a-mist
n12385429	n	12385429	reseda.n.01	reseda
n12387633	n	12387633	viola.n.01	viola
n12387839	n	12387839	violet.n.01	violet
n12388143	n	12388143	field_pansy.n.01	field_pansy
n12388858	n	12388858	dog_violet.n.01	dog_violet
n12388989	n	12388989	horned_violet.n.01	horned_violet
n12389130	n	12389130	two-eyed_violet.n.01	two-eyed_violet
n12389501	n	12389501	bird's-foot_violet.n.01	bird's-foot_violet
n12389727	n	12389727	downy_yellow_violet.n.01	downy_yellow_violet
n12389932	n	12389932	long-spurred_violet.n.01	long-spurred_violet
n12390099	n	12390099	pale_violet.n.01	pale_violet
n12390314	n	12390314	hedge_violet.n.01	hedge_violet
n12392070	n	12392070	nettle.n.01	nettle
n12396924	n	12396924	cannabis.n.01	cannabis
n12399132	n	12399132	mulberry.n.01	mulberry
n12400489	n	12400489	breadfruit.n.01	breadfruit
n12400720	n	12400720	jackfruit.n.01	jackfruit
n12401335	n	12401335	fig_tree.n.01	fig_tree
n12401684	n	12401684	fig.n.02	fig
n12402051	n	12402051	golden_fig.n.01	golden_fig
n12402348	n	12402348	banyan.n.01	banyan
n12402596	n	12402596	pipal.n.01	pipal
n12402840	n	12402840	india-rubber_tree.n.01	India-rubber_tree
n12403075	n	12403075	mistletoe_fig.n.01	mistletoe_fig
n12403994	n	12403994	paper_mulberry.n.01	paper_mulberry
n12404729	n	12404729	trumpetwood.n.01	trumpetwood
n12405714	n	12405714	elm.n.01	elm
n12406304	n	12406304	winged_elm.n.01	winged_elm
n12406488	n	12406488	american_elm.n.01	American_elm
n12406715	n	12406715	smooth-leaved_elm.n.01	smooth-leaved_elm
n12406902	n	12406902	cedar_elm.n.01	cedar_elm
n12407079	n	12407079	witch_elm.n.01	witch_elm
n12407222	n	12407222	dutch_elm.n.01	Dutch_elm
n12407545	n	12407545	water_elm.n.01	water_elm
n12407715	n	12407715	chinese_elm.n.02	Chinese_elm
n12407890	n	12407890	english_elm.n.01	English_elm
n12408077	n	12408077	siberian_elm.n.01	Siberian_elm
n12408280	n	12408280	slippery_elm.n.01	slippery_elm
n12408717	n	12408717	september_elm.n.01	September_elm
n12408873	n	12408873	rock_elm.n.01	rock_elm
n12409231	n	12409231	hackberry.n.01	hackberry
n12409470	n	12409470	european_hackberry.n.01	European_hackberry
n12409651	n	12409651	american_hackberry.n.01	American_hackberry
n12409840	n	12409840	sugarberry.n.01	sugarberry
n12411461	n	12411461	iridaceous_plant.n.01	iridaceous_plant
n12412355	n	12412355	bearded_iris.n.01	bearded_iris
n12412606	n	12412606	beardless_iris.n.01	beardless_iris
n12412987	n	12412987	orrisroot.n.01	orrisroot
n12413165	n	12413165	dwarf_iris.n.02	dwarf_iris
n12413301	n	12413301	dutch_iris.n.02	Dutch_iris
n12413419	n	12413419	florentine_iris.n.01	Florentine_iris
n12413642	n	12413642	stinking_iris.n.01	stinking_iris
n12413880	n	12413880	german_iris.n.02	German_iris
n12414035	n	12414035	japanese_iris.n.01	Japanese_iris
n12414159	n	12414159	german_iris.n.01	German_iris
n12414329	n	12414329	dalmatian_iris.n.01	Dalmatian_iris
n12414449	n	12414449	persian_iris.n.01	Persian_iris
n12414818	n	12414818	dutch_iris.n.01	Dutch_iris
n12414932	n	12414932	dwarf_iris.n.01	dwarf_iris
n12415595	n	12415595	spanish_iris.n.01	Spanish_iris
n12418507	n	12418507	wandflower.n.01	wandflower
n12419037	n	12419037	amaryllis.n.01	amaryllis
n12420535	n	12420535	blood_lily.n.01	blood_lily
n12421683	n	12421683	daffodil.n.01	daffodil
n12421917	n	12421917	jonquil.n.01	jonquil
n12425281	n	12425281	liliaceous_plant.n.01	liliaceous_plant
n12426623	n	12426623	mountain_lily.n.01	mountain_lily
n12426749	n	12426749	canada_lily.n.01	Canada_lily
n12427184	n	12427184	tiger_lily.n.02	tiger_lily
n12427391	n	12427391	columbia_tiger_lily.n.01	Columbia_tiger_lily
n12427566	n	12427566	tiger_lily.n.01	tiger_lily
n12427757	n	12427757	easter_lily.n.01	Easter_lily
n12427946	n	12427946	coast_lily.n.01	coast_lily
n12428076	n	12428076	turk's-cap.n.02	Turk's-cap
n12428242	n	12428242	michigan_lily.n.01	Michigan_lily
n12428412	n	12428412	leopard_lily.n.01	leopard_lily
n12428747	n	12428747	turk's-cap.n.01	Turk's-cap
n12432356	n	12432356	wild_leek.n.02	wild_leek
n12432574	n	12432574	canada_garlic.n.01	Canada_garlic
n12434483	n	12434483	daffodil_garlic.n.01	daffodil_garlic
n12435152	n	12435152	chives.n.01	chives
n12435649	n	12435649	wild_garlic.n.01	wild_garlic
n12435777	n	12435777	garlic_chive.n.01	garlic_chive
n12435965	n	12435965	round-headed_leek.n.01	round-headed_leek
n12436090	n	12436090	three-cornered_leek.n.01	three-cornered_leek
n12437513	n	12437513	kniphofia.n.01	kniphofia
n12441183	n	12441183	asparagus.n.01	asparagus
n12441390	n	12441390	asparagus_fern.n.01	asparagus_fern
n12441958	n	12441958	asphodel.n.01	asphodel
n12443323	n	12443323	aspidistra.n.01	aspidistra
n12446200	n	12446200	mariposa.n.01	mariposa
n12446519	n	12446519	globe_lily.n.01	globe_lily
n12448700	n	12448700	sego_lily.n.01	sego_lily
n12449296	n	12449296	camas.n.01	camas
n12450344	n	12450344	dogtooth_violet.n.01	dogtooth_violet
n12450607	n	12450607	white_dogtooth_violet.n.01	white_dogtooth_violet
n12450840	n	12450840	yellow_adder's_tongue.n.01	yellow_adder's_tongue
n12451070	n	12451070	european_dogtooth.n.01	European_dogtooth
n12451240	n	12451240	fawn_lily.n.01	fawn_lily
n12451399	n	12451399	glacier_lily.n.01	glacier_lily
n12451566	n	12451566	avalanche_lily.n.01	avalanche_lily
n12451915	n	12451915	fritillary.n.01	fritillary
n12452256	n	12452256	mission_bells.n.02	mission_bells
n12452480	n	12452480	mission_bells.n.01	mission_bells
n12452836	n	12452836	crown_imperial.n.01	crown_imperial
n12453186	n	12453186	snake's_head_fritillary.n.01	snake's_head_fritillary
n12453714	n	12453714	adobe_lily.n.01	adobe_lily
n12454159	n	12454159	tulip.n.01	tulip
n12454436	n	12454436	dwarf_tulip.n.01	dwarf_tulip
n12454556	n	12454556	lady_tulip.n.01	lady_tulip
n12454705	n	12454705	tulipa_gesneriana.n.01	Tulipa_gesneriana
n12454793	n	12454793	cottage_tulip.n.01	cottage_tulip
n12454949	n	12454949	darwin_tulip.n.01	Darwin_tulip
n12455950	n	12455950	gloriosa.n.01	gloriosa
n12459629	n	12459629	star-of-bethlehem.n.01	star-of-Bethlehem
n12460697	n	12460697	grape_hyacinth.n.01	grape_hyacinth
n12460957	n	12460957	common_grape_hyacinth.n.01	common_grape_hyacinth
n12461109	n	12461109	tassel_hyacinth.n.01	tassel_hyacinth
n12461466	n	12461466	scilla.n.01	scilla
n12462032	n	12462032	false_asphodel.n.01	false_asphodel
n12463134	n	12463134	butcher's_broom.n.01	butcher's_broom
n12463743	n	12463743	bog_asphodel.n.01	bog_asphodel
n12464476	n	12464476	hellebore.n.01	hellebore
n12465557	n	12465557	squaw_grass.n.01	squaw_grass
n12466727	n	12466727	death_camas.n.01	death_camas
n12469517	n	12469517	herb_paris.n.01	herb_Paris
n12470092	n	12470092	sarsaparilla.n.01	sarsaparilla
n12472024	n	12472024	clintonia.n.01	clintonia
n12473608	n	12473608	false_lily_of_the_valley.n.02	false_lily_of_the_valley
n12473840	n	12473840	false_lily_of_the_valley.n.01	false_lily_of_the_valley
n12474167	n	12474167	solomon's-seal.n.01	Solomon's-seal
n12475035	n	12475035	bellwort.n.01	bellwort
n12475774	n	12475774	pia.n.01	pia
n12477163	n	12477163	american_agave.n.01	American_agave
n12477401	n	12477401	sisal.n.02	sisal
n12477583	n	12477583	maguey.n.02	maguey
n12477747	n	12477747	maguey.n.01	maguey
n12477983	n	12477983	agave_tequilana.n.01	Agave_tequilana
n12478768	n	12478768	cabbage_tree.n.03	cabbage_tree
n12479537	n	12479537	dracaena.n.01	dracaena
n12480456	n	12480456	tuberose.n.01	tuberose
n12480895	n	12480895	sansevieria.n.01	sansevieria
n12482437	n	12482437	spanish_bayonet.n.02	Spanish_bayonet
n12482668	n	12482668	spanish_bayonet.n.01	Spanish_bayonet
n12482893	n	12482893	joshua_tree.n.01	Joshua_tree
n12483427	n	12483427	adam's_needle.n.01	Adam's_needle
n12483625	n	12483625	bear_grass.n.02	bear_grass
n12483841	n	12483841	spanish_dagger.n.01	Spanish_dagger
n12484244	n	12484244	our_lord's_candle.n.01	Our_Lord's_candle
n12484784	n	12484784	water_shamrock.n.01	water_shamrock
n12485653	n	12485653	butterfly_bush.n.01	butterfly_bush
n12485981	n	12485981	yellow_jasmine.n.01	yellow_jasmine
n12486574	n	12486574	flax.n.02	flax
n12488454	n	12488454	bonduc.n.02	bonduc
n12488709	n	12488709	divi-divi.n.02	divi-divi
n12491017	n	12491017	mountain_ebony.n.01	mountain_ebony
n12491826	n	12491826	cassia.n.01	cassia
n12493208	n	12493208	carob.n.02	carob
n12493426	n	12493426	carob.n.01	carob
n12493868	n	12493868	paloverde.n.01	paloverde
n12494794	n	12494794	royal_poinciana.n.01	royal_poinciana
n12495146	n	12495146	locust_tree.n.01	locust_tree
n12495895	n	12495895	honey_locust.n.01	honey_locust
n12496427	n	12496427	kentucky_coffee_tree.n.01	Kentucky_coffee_tree
n12497669	n	12497669	jerusalem_thorn.n.03	Jerusalem_thorn
n12498055	n	12498055	palo_verde.n.01	palo_verde
n12499163	n	12499163	senna.n.01	senna
n12500309	n	12500309	wild_senna.n.01	wild_senna
n12500518	n	12500518	sicklepod.n.01	sicklepod
n12501202	n	12501202	tamarind.n.01	tamarind
n12506181	n	12506181	angelim.n.01	angelim
n12506991	n	12506991	kidney_vetch.n.01	kidney_vetch
n12507823	n	12507823	rooibos.n.01	rooibos
n12508309	n	12508309	milk_vetch.n.01	milk_vetch
n12509476	n	12509476	wild_indigo.n.01	wild_indigo
n12510343	n	12510343	dhak.n.01	dhak
n12511856	n	12511856	pea_tree.n.01	pea_tree
n12512674	n	12512674	moreton_bay_chestnut.n.01	Moreton_Bay_chestnut
n12513172	n	12513172	butterfly_pea.n.03	butterfly_pea
n12513613	n	12513613	judas_tree.n.01	Judas_tree
n12513933	n	12513933	redbud.n.01	redbud
n12514138	n	12514138	western_redbud.n.01	western_redbud
n12515711	n	12515711	chickpea.n.02	chickpea
n12515925	n	12515925	chickpea.n.01	chickpea
n12516584	n	12516584	glory_pea.n.01	glory_pea
n12517445	n	12517445	butterfly_pea.n.02	butterfly_pea
n12517642	n	12517642	blue_pea.n.01	blue_pea
n12519563	n	12519563	crotalaria.n.01	crotalaria
n12522188	n	12522188	rosewood.n.02	rosewood
n12522894	n	12522894	sissoo.n.01	sissoo
n12524188	n	12524188	blackwood.n.02	blackwood
n12526516	n	12526516	tick_trefoil.n.01	tick_trefoil
n12527738	n	12527738	coral_tree.n.01	coral_tree
n12528382	n	12528382	coral_bean_tree.n.01	coral_bean_tree
n12528549	n	12528549	ceibo.n.01	ceibo
n12528974	n	12528974	indian_coral_tree.n.01	Indian_coral_tree
n12529220	n	12529220	cork_tree.n.02	cork_tree
n12529500	n	12529500	goat's_rue.n.02	goat's_rue
n12532564	n	12532564	soy.n.01	soy
n12534862	n	12534862	french_honeysuckle.n.02	French_honeysuckle
n12539074	n	12539074	vetchling.n.01	vetchling
n12539306	n	12539306	wild_pea.n.01	wild_pea
n12539832	n	12539832	everlasting_pea.n.01	everlasting_pea
n12544240	n	12544240	lentil.n.03	lentil
n12544539	n	12544539	lentil.n.02	lentil
n12545232	n	12545232	prairie_bird's-foot_trefoil.n.01	prairie_bird's-foot_trefoil
n12545635	n	12545635	bird's_foot_trefoil.n.02	bird's_foot_trefoil
n12546183	n	12546183	lupine.n.01	lupine
n12546617	n	12546617	tree_lupine.n.01	tree_lupine
n12546962	n	12546962	wild_lupine.n.01	wild_lupine
n12547215	n	12547215	bluebonnet.n.01	bluebonnet
n12547503	n	12547503	texas_bluebonnet.n.01	Texas_bluebonnet
n12548280	n	12548280	medic.n.01	medic
n12551457	n	12551457	peruvian_balsam.n.01	Peruvian_balsam
n12552309	n	12552309	sainfoin.n.01	sainfoin
n12552893	n	12552893	restharrow.n.02	restharrow
n12554526	n	12554526	locoweed.n.01	locoweed
n12554911	n	12554911	tumbleweed.n.01	tumbleweed
n12555255	n	12555255	yam_bean.n.02	yam_bean
n12560282	n	12560282	pea.n.02	pea
n12562577	n	12562577	quira.n.02	quira
n12564083	n	12564083	winged_bean.n.01	winged_bean
n12566331	n	12566331	red_sandalwood.n.02	red_sandalwood
n12566954	n	12566954	kudzu.n.01	kudzu
n12567950	n	12567950	bristly_locust.n.01	bristly_locust
n12568186	n	12568186	black_locust.n.02	black_locust
n12570394	n	12570394	japanese_pagoda_tree.n.01	Japanese_pagoda_tree
n12570703	n	12570703	mescal_bean.n.01	mescal_bean
n12570972	n	12570972	kowhai.n.01	kowhai
n12571781	n	12571781	jade_vine.n.01	jade_vine
n12572546	n	12572546	hoary_pea.n.01	hoary_pea
n12573256	n	12573256	bush_pea.n.01	bush_pea
n12574320	n	12574320	bird's_foot_trefoil.n.01	bird's_foot_trefoil
n12574866	n	12574866	gorse.n.01	gorse
n12575322	n	12575322	vetch.n.01	vetch
n12576323	n	12576323	broad_bean.n.01	broad_bean
n12577895	n	12577895	snailflower.n.01	snailflower
n12578626	n	12578626	cowpea.n.02	cowpea
n12578916	n	12578916	cowpea.n.01	cowpea
n12579038	n	12579038	asparagus_bean.n.01	asparagus_bean
n12582231	n	12582231	palm.n.03	palm
n12582665	n	12582665	sago_palm.n.01	sago_palm
n12582846	n	12582846	feather_palm.n.01	feather_palm
n12583126	n	12583126	fan_palm.n.01	fan_palm
n12583401	n	12583401	palmetto.n.01	palmetto
n12583855	n	12583855	grugru.n.01	grugru
n12584191	n	12584191	areca.n.01	areca
n12585629	n	12585629	palmyra.n.01	palmyra
n12586298	n	12586298	calamus.n.01	calamus
n12586989	n	12586989	fishtail_palm.n.01	fishtail_palm
n12587487	n	12587487	wax_palm.n.03	wax_palm
n12587803	n	12587803	coconut.n.03	coconut
n12588320	n	12588320	carnauba.n.02	carnauba
n12588780	n	12588780	caranday.n.01	caranday
n12589841	n	12589841	talipot.n.01	talipot
n12590232	n	12590232	oil_palm.n.01	oil_palm
n12591017	n	12591017	cabbage_palm.n.04	cabbage_palm
n12591351	n	12591351	cabbage_palm.n.03	cabbage_palm
n12593122	n	12593122	cohune_palm.n.01	cohune_palm
n12593994	n	12593994	date_palm.n.01	date_palm
n12594324	n	12594324	ivory_palm.n.01	ivory_palm
n12594989	n	12594989	raffia_palm.n.01	raffia_palm
n12595964	n	12595964	lady_palm.n.01	lady_palm
n12596709	n	12596709	royal_palm.n.01	royal_palm
n12596849	n	12596849	cabbage_palm.n.02	cabbage_palm
n12597466	n	12597466	saw_palmetto.n.01	saw_palmetto
n12597798	n	12597798	thatch_palm.n.01	thatch_palm
n12598027	n	12598027	key_palm.n.01	key_palm
n12602262	n	12602262	eriogonum.n.01	eriogonum
n12602980	n	12602980	rhubarb.n.02	rhubarb
n12606438	n	12606438	commelina.n.01	commelina
n12606545	n	12606545	spiderwort.n.01	spiderwort
n12607456	n	12607456	pineapple.n.01	pineapple
n12610328	n	12610328	water_hyacinth.n.01	water_hyacinth
n12612170	n	12612170	water_plantain.n.01	water_plantain
n12613706	n	12613706	hydrilla.n.01	hydrilla
n12614477	n	12614477	waterweed.n.01	waterweed
n12615232	n	12615232	tape_grass.n.01	tape_grass
n12615710	n	12615710	pondweed.n.01	pondweed
n12617559	n	12617559	arrow_grass.n.01	arrow_grass
n12618727	n	12618727	eelgrass.n.01	eelgrass
n12620196	n	12620196	rose.n.01	rose
n12620546	n	12620546	hip.n.05	hip
n12620969	n	12620969	banksia_rose.n.01	banksia_rose
n12621410	n	12621410	damask_rose.n.01	damask_rose
n12621945	n	12621945	cherokee_rose.n.01	Cherokee_rose
n12622297	n	12622297	musk_rose.n.01	musk_rose
n12622875	n	12622875	agrimonia.n.01	agrimonia
n12624381	n	12624381	flowering_quince.n.01	flowering_quince
n12625003	n	12625003	coco_plum.n.01	coco_plum
n12625383	n	12625383	cotoneaster.n.01	cotoneaster
n12628986	n	12628986	quince.n.01	quince
n12629305	n	12629305	mountain_avens.n.01	mountain_avens
n12629666	n	12629666	loquat.n.01	loquat
n12631331	n	12631331	avens.n.01	avens
n12633638	n	12633638	apple_tree.n.01	apple_tree
n12633994	n	12633994	apple.n.02	apple
n12634211	n	12634211	wild_apple.n.01	wild_apple
n12634429	n	12634429	crab_apple.n.01	crab_apple
n12634986	n	12634986	wild_crab.n.01	wild_crab
n12635744	n	12635744	iowa_crab.n.01	Iowa_crab
n12636224	n	12636224	medlar.n.02	medlar
n12636885	n	12636885	cinquefoil.n.01	cinquefoil
n12638218	n	12638218	plum.n.01	plum
n12638556	n	12638556	wild_plum.n.01	wild_plum
n12639584	n	12639584	common_plum.n.01	common_plum
n12639736	n	12639736	bullace.n.01	bullace
n12640284	n	12640284	canada_plum.n.01	Canada_plum
n12640607	n	12640607	apricot.n.01	apricot
n12641413	n	12641413	cherry.n.02	cherry
n12641931	n	12641931	wild_cherry.n.02	wild_cherry
n12642090	n	12642090	wild_cherry.n.01	wild_cherry
n12642200	n	12642200	sweet_cherry.n.01	sweet_cherry
n12642964	n	12642964	capulin.n.01	capulin
n12643113	n	12643113	cherry_laurel.n.02	cherry_laurel
n12643313	n	12643313	cherry_plum.n.01	cherry_plum
n12643473	n	12643473	sour_cherry.n.01	sour_cherry
n12644902	n	12644902	almond_tree.n.01	almond_tree
n12645174	n	12645174	almond.n.01	almond
n12646197	n	12646197	dwarf_flowering_almond.n.01	dwarf_flowering_almond
n12646605	n	12646605	fuji.n.01	fuji
n12646740	n	12646740	flowering_almond.n.02	flowering_almond
n12647376	n	12647376	bird_cherry.n.01	bird_cherry
n12648045	n	12648045	peach.n.01	peach
n12648196	n	12648196	nectarine.n.01	nectarine
n12648888	n	12648888	black_cherry.n.01	black_cherry
n12649065	n	12649065	flowering_cherry.n.01	flowering_cherry
n12649317	n	12649317	oriental_cherry.n.01	oriental_cherry
